kag_master_name,kag_master_artist,kag_master_genre,kag_master_daneceability,kag_master_energy,kag_master_key,kag_master_loudness,kag_master_mode,kag_master_speechiness,kag_master_acousticness,kag_master_instrumentalness,kag_master_liveness,kag_master_valence,kag_master_tempo,kag_master_pop,kag_master_spotify_id,kag_master_release_date,kag_master_year
給金鐘地鐵站車廂內的人,my little airport,cantopop,0.65,0.567,0,-8.672,1,0.0399,0.131,0.421,0.113,0.67,125.959,1,3KPv1UOYKSa7DJBY28Wxel,2011-01-01,2011
夠鐘,Pakho Chau,cantopop,0.656,0.506,7,-6.417,1,0.032,0.43,0.0,0.163,0.269,139.987,1,1nPKpjJK7gumYbLgPSZzD6,2009-07-13,2009
美孚根斯堡與白田珍寶金,my little airport,cantopop,0.57,0.448,6,-10.128,1,0.0341,0.857,0.0,0.119,0.225,123.603,1,4pUqGtoWDbguIM0IeFSzuO,2007-06-12,2007
陰天快樂,Eason Chan,cantopop,0.549,0.64,6,-7.483,1,0.0304,0.323,0.0,0.0837,0.423,130.034,1,1WnTw4Tzpc5q9dHMjs4aHu,2014-01-01,2014
你給我聽好,Eason Chan,cantopop,0.429,0.356,7,-11.524,1,0.0362,0.891,0.0,0.115,0.431,96.798,1,1hzG75FpGksAvkeSg6SDj6,2014-01-01,2014
我的視角,Janice Vidal,cantopop,0.518,0.401,6,-7.908,1,0.0665,0.862,0.0,0.112,0.401,129.652,1,7GPqd5gvMkn6Tj3dHBzZox,2022-10-11,2022
"陪你度過漫長歲月 - ""陪安東尼度過漫長歲月""電影主題曲",Eason Chan,cantopop,0.502,0.54,1,-8.542,1,0.0412,0.54,0.0,0.111,0.578,149.938,1,5kcvIemT29FwXaHvp6W5iA,2015-10-22,2015
鋼鐵是怎樣煉成的,Denise Ho,cantopop,0.59,0.5,8,-6.359,1,0.0308,0.563,0.0,0.152,0.28,119.829,1,3BMu1nILItX08rd1PnR5aj,2010-05-22,2010
失業抗爭歌,my little airport,cantopop,0.567,0.46,7,-7.017,1,0.0309,0.155,0.0,0.0782,0.771,150.758,1,0kUFk7rnez8rEQFIYREkWD,2009-11-01,2009
污糟兒,Kaho Hung,cantopop,0.642,0.452,11,-9.99,0,0.0336,0.837,0.0,0.134,0.521,124.002,1,2W9MxlcyMWmeHgZNnCSosb,2022-07-20,2022
社會主義青年,my little airport,cantopop,0.728,0.425,5,-10.725,1,0.141,0.412,0.0173,0.139,0.713,144.119,1,3SOFIKZU7q9I7ARU5Mowlu,2009-11-01,2009
情意結,Priscilla Chan,cantopop,0.469,0.24,4,-15.346,1,0.0405,0.705,0.000462,0.103,0.379,144.32,1,34NS3jUxkoFdfGoRYjL1R7,2003-01-01,2003
月球下的人,Gin Lee,cantopop,0.633,0.372,0,-8.877,1,0.0284,0.838,0.0,0.0975,0.489,105.998,1,2FsrKLHO91CaT8vvY85DD6,2016-04-18,2016
SABINA之淚 - Live,my little airport,cantopop,0.536,0.54,0,-12.164,1,0.0344,0.306,0.01,0.713,0.439,83.301,1,0cyZ6TN0jFfZe5G1UvrSkn,2022-03-28,2022
你的名字 我的姓氏,Jacky Cheung,cantopop,0.544,0.054,11,-18.767,0,0.0387,0.927,3.65e-05,0.107,0.115,131.713,1,5EXFP96IEtC5zdDvb8yZG8,2000-01-01,2000
下亞厘畢道 - Live,my little airport,cantopop,0.45,0.357,7,-14.817,1,0.0482,0.679,0.00819,0.707,0.669,145.76,1,48Dz2HGnzUyWXjsgxcc3iy,2022-03-28,2022
風是冷,陳潔玲,cantopop,0.616,0.313,5,-13.29,0,0.0284,0.714,5.96e-06,0.107,0.251,124.342,1,4QgmlcaLqiUnd4F1pxGVPM,1990-01-25,1990
妳幸福嗎?,Hubert Wu,cantopop,0.56,0.382,9,-10.478,1,0.0439,0.655,0.0,0.11,0.276,126.922,1,12Q7MehxbfNJj0dY9y7Hko,2020-08-03,2020
夢想號黃包車,Jenny Tseng,cantopop,0.724,0.54,0,-8.234,0,0.0256,0.536,0.0,0.228,0.775,100.625,1,4cMSd00Gx8bRoaoqhJ2Snz,2000-07-19,2000
不要哭了 - Acoustic Version,Ekin Cheng,cantopop,0.404,0.233,11,-9.749,1,0.0377,0.688,2.35e-05,0.107,0.274,160.484,1,6pTY7JBMYDSa7DWuRfJ9VH,2008-09-25,2008
"似真如假 - 劇集 ""反黑路人甲"" 主題曲",Vincent Wong,cantopop,0.538,0.912,6,-5.209,0,0.0371,0.229,0.0,0.173,0.815,169.932,1,6eOdNdXpj6ISsac4KyumsQ,2020-08-10,2020
"Dear My Friend,",Keung To,cantopop,0.646,0.452,0,-8.152,1,0.0307,0.723,0.0,0.117,0.266,94.566,1,11IqNbLOD4s4nVYSuEttFR,2021-08-06,2021
攻陷你的西,my little airport,cantopop,0.605,0.917,4,-6.72,1,0.0538,0.115,0.0101,0.336,0.818,133.937,1,4L8ErPeWY5CfJ8FDdA6ask,2016-09-30,2016
聖馬力諾之心,Dear Jane,cantopop,0.521,0.917,1,-4.363,1,0.0388,0.00423,0.0,0.136,0.555,98.037,1,46v9FzDCZyGELTEsAnnXFf,2021-05-18,2021
山林道,Kay Tse,cantopop,0.678,0.464,11,-8.725,1,0.0355,0.596,0.0,0.123,0.576,114.076,1,0sOUpxvaE3iX1pzCFYMRKC,2016-02-01,2016
寂寞的星期五,my little airport,cantopop,0.407,0.223,7,-11.363,1,0.0609,0.866,0.00829,0.0967,0.328,202.269,1,6BNIr9tmuut9nP895ByjOB,2012-10-01,2012
人非草木,Kary Ng,cantopop,0.549,0.468,0,-7.895,1,0.0289,0.596,0.0,0.127,0.415,118.018,1,7pJH3YXNRUvq0ctKirL13A,2012-01-01,2012
四句,my little airport,cantopop,0.645,0.102,9,-17.791,1,0.0449,0.953,0.155,0.0966,0.511,91.594,1,3RHTnjEKHx5z8d5Yyd7dIk,2014-01-01,2014
Japan實瓜,my little airport,cantopop,0.629,0.257,0,-11.876,1,0.0563,0.898,0.000314,0.114,0.296,73.216,1,5EdJZAgDWB04htHlrZdBOo,2007-06-12,2007
海,my little airport,cantopop,0.488,0.585,0,-11.757,1,0.0638,0.413,0.08,0.89,0.256,58.975,1,2OywGF0LtzM2Gpf30h6cwd,2014-01-01,2014
濕濕的夢,my little airport,cantopop,0.439,0.577,0,-8.309,1,0.029,0.287,0.00058,0.154,0.661,67.285,1,22EmT9IMWN5nphvqz4oG80,2009-11-01,2009
13樓的大笨象,Stephanie Cheng,cantopop,0.423,0.721,1,-5.838,1,0.0425,0.344,0.0,0.0799,0.482,168.046,1,1Cn2n7LpjpiElg6IyKB9id,2019-02-15,2019
牛頭角青年 - Live,my little airport,cantopop,0.386,0.666,11,-11.026,0,0.0331,0.00229,0.0452,0.399,0.261,144.404,1,2Pb6zVO1I0N9EkQEJ6DE1r,2020-02-14,2020
美麗新香港 - Live,my little airport,cantopop,0.694,0.0816,9,-18.719,1,0.0394,0.861,0.0,0.159,0.528,120.122,1,5r5ZgEYyQ2sxqUt7rlhJVx,2020-02-14,2020
失業抗爭歌 - Live,my little airport,cantopop,0.601,0.36,11,-10.854,1,0.0528,0.00326,0.000175,0.652,0.697,84.741,1,3JrvkRS4LWmm8FZ5hmfhFu,2020-02-14,2020
愛情disabled - Live,my little airport,cantopop,0.542,0.39,0,-14.512,1,0.0433,0.318,0.000367,0.216,0.302,116.047,1,6Y4h9BjRI55eHfablSXiVM,2020-02-14,2020
我們一起離開吧 - Live,my little airport,cantopop,0.594,0.396,9,-13.856,0,0.0292,0.175,0.00105,0.249,0.631,117.145,1,2Zchohvstn3bcCbadISHq3,2020-02-14,2020
露體狂小丁 - Live,my little airport,cantopop,0.422,0.265,7,-13.53,1,0.0314,0.239,0.049,0.629,0.133,74.459,1,5TK9W1djG2CHzFXiPWLnqS,2020-02-14,2020
再殺一個人 - Live,my little airport,cantopop,0.528,0.567,2,-10.186,1,0.0488,0.0342,0.0427,0.484,0.333,77.885,1,4Umuv22IzUYDoDPHK7YpUD,2020-02-14,2020
湖海爭霸錄,陳秀雯,cantopop,0.486,0.521,11,-9.377,0,0.0283,0.245,1.22e-06,0.304,0.209,83.745,1,05CKSuWGE63jqEZ7kefVfG,2018-01-12,2018
年輕的茶餐廳老闆娘 - Live,my little airport,cantopop,0.611,0.386,0,-11.599,1,0.0294,0.117,5.33e-06,0.696,0.485,76.798,1,1HWCsWQ7NPjPuw8MdNnR9e,2022-03-28,2022
熱血英雄,Andy Lau,cantopop,0.476,0.752,0,-6.244,1,0.043,0.385,0.0,0.135,0.685,173.888,1,1EGSOkf8ehTwLCFao6MHAJ,2010,2010
土瓜灣情歌 - LIVE - Live,my little airport,cantopop,0.432,0.26,0,-14.74,1,0.037,0.764,1.21e-05,0.886,0.28,141.041,1,4JEpLO1cFUMZPtE30mRHzw,2024-06-21,2024
路直路彎,李龍基,cantopop,0.698,0.297,0,-11.943,0,0.0354,0.756,5.45e-05,0.132,0.591,121.963,1,0DPOIpYNpl0faz8BL3op3p,1981-04-01,1981
彌敦道的一晚 goodtrip - Live,my little airport,cantopop,0.428,0.603,4,-10.673,0,0.0474,0.0093,0.0865,0.694,0.347,139.861,1,4O7VryBk7sDllbk5EeWT1w,2022-03-28,2022
terence的心事 - Live,my little airport,cantopop,0.442,0.645,11,-8.794,1,0.0647,0.395,0.0,0.708,0.271,132.714,1,6wasp339iMdJaaKV5wXJyi,2022-03-28,2022
愛得太遲,Leo Ku,cantopop,0.718,0.423,5,-6.754,1,0.0317,0.564,0.0,0.145,0.417,117.006,1,3otpn1ublkPgCcCDu43F8e,2006-08-25,2006
負心的人,姚蘇蓉,cantopop,0.28,0.241,8,-12.02,1,0.0425,0.97,0.00183,0.218,0.434,75.134,1,3sUqfgF9j9XLbZyAxBgOx6,1971-01-01,1971
最後一次,Dear Jane,cantopop,0.532,0.826,2,-4.546,1,0.0332,0.0279,0.0,0.0696,0.531,129.939,1,4xinoQiY15WB7qZUbiZxeY,2016-12-12,2016
下週同樣時間 (再見) - Live at EasON AIR,Eason Chan,cantopop,0.632,0.666,8,-9.16,1,0.0996,0.322,0.000523,0.114,0.494,113.972,1,2TEBHyVt04EBTGFyDEusGa,2022-09-12,2022
末日快車,The Hertz,cantopop,0.542,0.599,9,-8.639,0,0.0268,0.0752,0.0381,0.138,0.44,97.0,1,2WTRgaLFAuv8yNJYXV5FYN,2019-11-01,2019
彳亍,Juno Mak,cantopop,0.503,0.351,2,-9.927,1,0.0281,0.671,0.0,0.139,0.199,131.913,1,4vbp1GWjMo0pwYYC2dNwun,2011-01-01,2011
terence的心事,my little airport,cantopop,0.607,0.451,9,-7.44,1,0.0305,0.621,0.064,0.248,0.658,132.003,1,0LJsIdqpSuyqSiSb0jhbfj,2011-01-01,2011
男神與寇比力克,my little airport,cantopop,0.44,0.515,0,-9.762,1,0.0321,0.78,0.0816,0.477,0.396,140.258,1,1oJa8ytiFWCXtstYCbTWnH,2014-01-01,2014
My Dear Friend Ka Hei,my little airport,cantopop,0.679,0.476,6,-7.188,1,0.0304,0.568,0.208,0.103,0.559,114.907,1,38swsawBh05NtCDF8KHPmM,2016-09-30,2016
某夜電影中心,my little airport,cantopop,0.612,0.438,7,-9.289,1,0.0512,0.567,0.00555,0.176,0.452,148.918,1,05b5UFG1u4RKgOOGnmbTC9,2016-09-30,2016
佚名,梁釗峰,cantopop,0.744,0.492,2,-8.056,1,0.148,0.486,0.0,0.122,0.567,91.007,1,505UeElqkwd43mzJ6u3Lla,2020-12-22,2020
和陳五msn,my little airport,cantopop,0.245,0.617,6,-8.868,0,0.0527,0.741,0.267,0.115,0.813,197.768,1,1zniZ5ACj0jXMo8B4L1rHw,2007-06-12,2007
心之科學,Joey Yung,cantopop,0.476,0.747,8,-6.302,1,0.0313,0.0704,7.2e-06,0.109,0.252,139.9,1,3c1K5tI1PxO1BikIOJ5Z0P,2021-11-17,2021
假如讓我說下去,Miriam Yeung,cantopop,0.415,0.323,5,-7.829,1,0.0338,0.639,0.0,0.195,0.275,171.86,1,3vSRtdzUMEoyQ7zQB4CwKT,2001-01-01,2001
舊日的足跡,Beyond,cantopop,0.526,0.686,7,-11.931,0,0.0395,0.576,4.86e-06,0.136,0.381,90.089,1,0zlKP0cyZC6YIIRcMoa0uD,2007-01-01,2007
以為和你熟 - Live,my little airport,cantopop,0.426,0.238,2,-15.815,1,0.0489,0.823,0.000131,0.708,0.153,67.274,1,3aWFHcoMyl0zyhCI0DJvFA,2022-03-28,2022
時代的孩子 節錄 - Live,my little airport,cantopop,0.496,0.14,5,-19.181,1,0.091,0.926,1.17e-05,0.346,0.146,101.809,1,2Ir7xL2AKtvIdUArhOW6sY,2022-03-28,2022
靜靜,Serrini,cantopop,0.66,0.0699,2,-17.452,1,0.0478,0.953,1.95e-06,0.129,0.133,114.502,1,5rvJ9lvGq8hWhkCQEcer1x,2022-08-05,2022
情人知己,Sally Yeh,cantopop,0.443,0.462,8,-5.205,1,0.0329,0.662,0.0,0.111,0.239,120.999,1,11TGtRbbvi9ox9vCkrrRV7,1992,1992
九龍公園游泳池 - Live,my little airport,cantopop,0.535,0.324,0,-13.934,1,0.0337,0.323,0.226,0.472,0.557,168.407,1,17zfZLsmDVPXe7AxqXuMGB,2024-06-21,2024
20GB - Live,my little airport,cantopop,0.531,0.36,9,-13.015,0,0.0512,0.732,2.03e-05,0.696,0.306,132.704,1,0nugjX0LONqLoPUXQUgeum,2022-03-28,2022
對不對,Danny Chan,cantopop,0.549,0.371,4,-12.31,1,0.0331,0.655,0.0,0.084,0.202,142.221,1,3a15tyob9AoteHgSPP8RjT,1989-06-07,1989
再不再見,C AllStar,cantopop,0.549,0.692,0,-5.336,0,0.0315,0.379,0.0,0.0853,0.341,143.905,1,1kcNUj4udKEFesxdclbh8n,2017-10-20,2017
面具,Alfred Hui,cantopop,0.448,0.507,9,-11.226,1,0.0348,0.397,0.0,0.112,0.218,159.868,1,58SUsgamkW6vFFq0YNKGrf,2012-01-12,2012
好心分手,Candy Lo,cantopop,0.745,0.4,6,-7.638,1,0.0397,0.751,0.0,0.109,0.306,113.965,1,5QEvnCNqeDyGlWtByBBjyp,2009-07-07,2009
長夜MY LOVE GOODNIGHT,Sally Yeh,cantopop,0.626,0.446,9,-7.522,1,0.0258,0.497,0.0,0.0919,0.314,112.518,1,6QMV7RqyHmc55AffN90Ndk,1996,1996
無底洞 - Live at EasON AIR,Eason Chan,cantopop,0.673,0.497,9,-9.759,1,0.039,0.278,1.46e-06,0.255,0.378,120.031,1,4yyHYUoZqQLDITFi2a2GFh,2022-09-12,2022
女人心,Anita Mui,cantopop,0.613,0.49,10,-6.926,0,0.0283,0.565,6.26e-06,0.101,0.107,124.362,1,5gRsdCE3ZU3GPuv46PJqmg,1993-07-01,1993
情比雨絲,Paula Tsui,cantopop,0.549,0.272,7,-14.558,1,0.0274,0.771,8.89e-05,0.177,0.191,101.332,1,2SUQN2z5zorT0miLttdmW0,2013-05-09,2013
當我知道你們相愛,Aaron Kwok,cantopop,0.451,0.247,11,-9.991,1,0.0322,0.859,1.03e-05,0.121,0.301,128.212,1,5Aiq3QCDw2Bm3M7bT8vnBf,1995-08-29,1995
"喜愛便一起 - 劇集 ""一笑渡凡間"" 主題曲",Kayee Tam,cantopop,0.663,0.472,1,-5.013,1,0.0281,0.588,0.0,0.135,0.688,124.86,1,2UhrgQBQGWX2Yxvtu8K33s,2021-05-24,2021
莫再悲,George Lam,cantopop,0.591,0.504,4,-7.436,0,0.0602,0.436,0.0,0.0677,0.296,175.911,1,126Exuy1o5klZvhz7jMddR,1983,1983
"天使 - 劇集 ""寶寶大過天"" 主題曲",Kayee Tam,cantopop,0.39,0.374,3,-7.49,1,0.0291,0.877,0.0,0.1,0.44,112.003,1,6sj4V2wZXZ2hW2kChTQRKs,2021-06-14,2021
一格格,Janice Vidal,cantopop,0.649,0.459,6,-7.747,1,0.0774,0.84,3.14e-05,0.122,0.408,133.889,1,5Hmldq1s1Ap8cSZBXpZquV,2017-05-15,2017
今宵多珍重,my little airport,cantopop,0.661,0.632,2,-10.482,1,0.0674,0.21,0.00123,0.579,0.667,92.966,1,7hM5duVObouIsRhz1Y2OcH,2019-10-31,2019
唯獨你是不可取替,Eman Lam,cantopop,0.505,0.201,2,-16.477,1,0.0697,0.921,0.0,0.714,0.487,83.084,1,1vQ6BQkWKHVZJd6nJhBy2z,2011-12-29,2011
公司裁員三百人,my little airport,cantopop,0.574,0.39,5,-9.155,0,0.0347,0.896,0.08,0.101,0.818,139.909,1,7hiUMT6rGlKPjFBtsTyBFk,2011-01-01,2011
大開眼戒,Eason Chan,cantopop,0.483,0.462,4,-7.247,1,0.0273,0.264,0.0,0.117,0.263,115.326,1,6Xs2DFwpoPG5Amy6kG6ZBS,2001-11-08,2001
若然冬天沒有花,梁釗峰,cantopop,0.552,0.562,1,-7.546,1,0.0371,0.276,0.0,0.0978,0.384,81.032,1,07JzFsUuuOW4eQR6d9iMXR,2018-11-26,2018
慕容雪,Fiona Sit,cantopop,0.471,0.355,11,-8.781,1,0.0354,0.806,0.0,0.116,0.361,118.634,1,2v2W6dosK9M4BQ5pkmoUey,2013-12-03,2013
"回到以前 - 劇集 ""棟仁的時光"" 片尾曲",HANA,cantopop,0.607,0.553,6,-7.48,1,0.0477,0.718,0.0,0.118,0.378,140.073,1,45DZfkAwHrPUrvK6F55qIW,2018-04-13,2018
飛女正傳,Miriam Yeung,cantopop,0.665,0.47,5,-5.543,1,0.0302,0.802,0.0,0.123,0.345,119.935,1,6O0Gk3lNE1NwxOBL9Ry3I6,2003-01-01,2003
詩歌舞街 - Live,my little airport,cantopop,0.532,0.336,9,-14.74,1,0.0421,0.331,0.0301,0.547,0.481,128.52,1,0hBkIPiLzZlxlvyh6m4j3f,2024-06-21,2024
夕陽之歌,Anita Mui,cantopop,0.599,0.48,1,-8.168,1,0.0277,0.614,0.0,0.111,0.265,129.148,1,5tVzG4tw3M9VLkcQ0fOtgF,1998,1998
男孩像你,Fiona Sit,cantopop,0.69,0.435,0,-9.818,1,0.0325,0.256,0.0,0.141,0.433,131.999,1,0Yi8lfqXkblPopcXNUZlha,2005-04-28,2005
和陳五msn - Live,my little airport,cantopop,0.352,0.412,7,-16.227,1,0.0662,0.661,0.0175,0.856,0.414,72.617,1,3kiGk9EFMJ8YEfOEQG9J7C,2022-03-28,2022
你叫我譯一首德國歌詞 - Live,my little airport,cantopop,0.487,0.219,9,-16.163,1,0.0277,0.233,0.0464,0.68,0.17,141.407,1,4OLchtIPGds84nC0uwyqr9,2020-02-14,2020
失落沮喪歌 - Live,my little airport,cantopop,0.464,0.284,2,-18.875,1,0.232,0.763,0.0,0.975,0.702,151.725,1,6R21hvEAiydU4TabeFobTT,2020-02-14,2020
心 - Live,my little airport,cantopop,0.447,0.351,0,-15.97,1,0.0513,0.555,0.127,0.698,0.207,120.333,1,4rHl8WmYkjwvkujjjc1cBi,2022-03-28,2022
交出我的心,Anita Mui,cantopop,0.558,0.314,4,-7.806,0,0.0252,0.653,5.7e-06,0.0878,0.153,91.145,1,4wCwicsZNdPHlvkBqHWlYf,1998,1998
情人,Alex To,cantopop,0.62,0.6,2,-8.889,1,0.0276,0.316,6.97e-06,0.128,0.352,87.867,1,3MByAkj7whB5uawAx6y5D0,2003-03-14,2003
"護航 - (劇集 ""西遊記"" 片尾曲)",Alfred Hui,cantopop,0.521,0.58,9,-7.567,1,0.049,0.626,0.0,0.0917,0.344,139.826,1,7izpDsmH5Hpxrx4s5OXITu,2015-08-04,2015
"聽雪落淚 - 劇集 ""烈火如歌"" 主題曲",HANA,cantopop,0.59,0.318,3,-11.462,1,0.0311,0.692,0.0,0.114,0.222,136.359,1,4BdHtHIs4bJ6O5uQEOb9pM,2018-05-21,2018
夏之風物詩,Terence Lam,cantopop,0.689,0.702,10,-8.333,1,0.0413,0.598,0.0,0.133,0.884,110.008,1,0u3En4cJMAjcIQ6zLIlmqY,2022-06-29,2022
打開信箱,Leslie Cheung,cantopop,0.576,0.705,4,-9.849,0,0.0674,0.394,0.0,0.508,0.507,144.634,1,4LocjY2msdXFiUZ2KYjQen,2016-09-09,2016
該如何放棄愛,Vivian Koo,cantopop,0.537,0.621,0,-6.579,1,0.0307,0.0735,0.0,0.209,0.461,144.031,1,1sPtQcDlMNF4kyUd1iTANh,2021-04-28,2021
孤勇者 - Live 版 /《英雄聯盟:雙城之戰》動畫劇集中文主題曲,Eason Chan,cantopop,0.456,0.488,8,-10.64,0,0.213,0.258,0.0,0.259,0.354,129.887,1,0lO2a3qNbYiWXLo5p2QoWY,2022-10-03,2022
"Can You Hear - 劇集 ""白色強人"" 插曲",Kayee Tam,cantopop,0.488,0.327,7,-5.621,1,0.0303,0.619,0.0,0.18,0.13,139.253,1,2amVta9Moyfrq77T6Z1PuS,2019-12-19,2019
徒然,Andy Hui,cantopop,0.69,0.406,4,-8.265,1,0.0345,0.57,5.35e-06,0.152,0.269,115.002,1,5boCwYWY3cUg1Hhs25qspj,2002-01-01,2002
遙遠的她,Jacky Cheung,cantopop,0.576,0.344,0,-12.121,1,0.028,0.631,0.0,0.372,0.314,76.991,1,7bPCumVyC06rDKgTiJ5BMX,1986-01-01,1986
太平道,Endy Chow,cantopop,0.536,0.282,4,-13.917,1,0.0358,0.862,0.0265,0.0987,0.205,123.705,1,63Hnm2IiSP9VDzJF2WdzCL,2022-08-22,2022
散步之年 - Live,my little airport,cantopop,0.595,0.357,0,-14.018,1,0.053,0.64,0.0307,0.668,0.695,123.021,1,37GWpehIfyvI3hQmGsvVAW,2022-03-28,2022
香港香港 - Live,my little airport,cantopop,0.328,0.654,0,-10.616,1,0.0481,0.00178,0.125,0.214,0.421,168.379,1,0doEhiAXLSqxe7PKU3ViFe,2020-02-14,2020
誰是知己,Danny Chan,cantopop,0.513,0.543,0,-7.688,1,0.0258,0.466,0.0,0.136,0.193,83.358,1,3WZZuy5Xt8V7sloo06TkEs,1989-06-07,1989
今宵多珍重 - Live,my little airport,cantopop,0.652,0.563,7,-11.016,1,0.0334,0.311,0.000459,0.239,0.533,98.406,1,3Uf5QIzQFKbcK5ke1cecBA,2020-02-14,2020
主信實無變,曾路得,cantopop,0.265,0.373,1,-11.367,1,0.0298,0.86,9.92e-05,0.765,0.115,87.622,1,2P71heWQtDUik85hwrvvLF,2014-01-01,2014
勁歌. 金曲2 (情歌王),Leo Ku,cantopop,0.437,0.473,7,-7.669,1,0.0342,0.765,0.0,0.296,0.228,131.434,1,32R2MmFjXeAhN8VN6xtH35,2008-06-30,2008
我的背影,Tai Chi,cantopop,0.664,0.446,9,-9.148,1,0.0321,0.417,1.85e-05,0.0975,0.211,118.043,1,0p4D8tKBjpTqOpFhwxIXe1,2015-06-05,2015
Gi Gi Leung Is Dead,my little airport,cantopop,0.604,0.632,0,-5.978,1,0.0435,0.000214,2.36e-05,0.139,0.0964,105.078,1,21IHRWuJf41uxyPlnbQff7,2005-09-01,2005
Distance,陳卓賢 Ian,cantopop,0.368,0.754,1,-4.893,1,0.317,0.166,0.0,0.112,0.522,170.029,1,2rbbJ2xZFJa2DriR5h0TBS,2022-07-15,2022
K同學 - Live,my little airport,cantopop,0.586,0.42,8,-13.362,0,0.04,0.339,0.0,0.816,0.458,76.219,1,41Dba5ZS2F8HXjTNUumCbK,2022-03-28,2022
愛在今宵,Danny Chan,cantopop,0.751,0.783,3,-5.79,1,0.0267,0.256,0.0,0.117,0.466,117.043,1,0QjGDktVmoQwuexrT6DZT7,2013-10-22,2013
那陣時不知道 - Live,my little airport,cantopop,0.464,0.269,5,-14.555,1,0.0423,0.688,0.00359,0.708,0.255,137.28,1,40Pw8VdWI15F2E2MjACsC9,2022-03-28,2022
Let Us Go Then You and I,Serrini,cantopop,0.49,0.509,5,-6.478,1,0.0271,0.223,0.0,0.126,0.205,160.031,1,68bpbRXf2ICC7yQYZoOykS,2017-10-04,2017
每日懷念你,朱咪咪,cantopop,0.445,0.527,10,-11.115,1,0.0323,0.058,5.6e-06,0.362,0.485,95.034,1,0Q01UgSXLjDsI7oADZiVz1,2018-05-18,2018
西西弗斯之歌 - Live,my little airport,cantopop,0.51,0.573,2,-9.231,1,0.0601,0.0372,0.000252,0.19,0.675,132.503,1,7zYz4RC4yyNzAvlI2vomAg,2020-02-14,2020
Better Me,Fiona Sit,cantopop,0.555,0.384,11,-10.133,1,0.0318,0.535,0.0,0.155,0.34,129.995,1,18IvL0D54ZZDgu6cSWkcLU,2013-12-03,2013
突破,Danny Chan,cantopop,0.585,0.447,7,-8.246,0,0.0267,0.576,0.0,0.095,0.619,132.884,1,2maVHH9BdO7RAmhRyDEiVq,2013-10-22,2013
凡星 (天星銀行airstar音樂劇場主題曲),Panther Chan,cantopop,0.511,0.571,3,-5.669,1,0.04,0.434,0.0,0.0799,0.274,157.847,1,,,None
傷了三個心,Edmond Leung,cantopop,0.55,0.481,1,-9.296,0,0.037,0.598,0.0,0.151,0.211,110.277,1,0cyEkwLExvPEbPAszulLRE,1998,1998
為了對你更想念,Leon Lai,cantopop,0.69,0.4,8,-8.871,1,0.0345,0.818,0.0,0.112,0.7,143.965,1,2ALmpObuJJS2MFmjCsuE6b,2005-01-21,2005
假如真的再有約會,Adason Lo,cantopop,0.315,0.303,9,-11.075,1,0.0375,0.584,4.59e-06,0.783,0.266,175.433,1,3SxATRTh0gOyBMkKxiyysi,2012-09-27,2012
倔強,Vivian Koo,cantopop,0.679,0.756,11,-6.376,0,0.046,0.188,0.0,0.116,0.266,142.002,1,1ECdh9zJb9zUqZjHSnnXWa,2021-08-24,2021
"邁向新一天 (電影 ""歌舞昇平"" 主題曲)",Anita Mui,cantopop,0.597,0.503,5,-8.759,0,0.0273,0.234,0.0,0.196,0.236,87.913,1,2SpEwLNcnW1NmRj6APv829,2008-05-22,2008
平凡人的自傳 - Rap Version,ONE PROMISE,cantopop,0.507,0.717,2,-6.331,1,0.0594,0.0793,0.0,0.0631,0.353,168.04,1,5HAIsZoPM0TyBqHUyI640R,2021-12-17,2021
續集 - TVB電視劇「On Call 36小時II」主題曲,Joey Yung,cantopop,0.477,0.403,1,-8.838,0,0.041,0.479,0.0,0.206,0.352,146.126,1,1XtiDdJZjP91neZyMPknOr,2013-12-03,2013
神奇的糊塗魔藥,Terence Lam,cantopop,0.509,0.709,2,-8.361,1,0.0477,0.408,2.55e-05,0.356,0.631,91.014,1,7MresghYfws5S4JG5Fcl4e,2021-12-03,2021
念念不忘,Juno Mak,cantopop,0.431,0.687,0,-6.252,1,0.0493,0.586,0.0,0.3,0.351,141.811,1,2aEkwMP0T1qaAo1qLoI9gl,2015-01-14,2015
2084,Dear Jane,cantopop,0.361,0.846,4,-3.717,1,0.0337,0.132,6.53e-05,0.286,0.443,104.932,1,6pJT4f6S8GPQ7hWCDvygrN,2019-07-08,2019
我以後不再去長洲,my little airport,cantopop,0.665,0.551,7,-8.947,1,0.0593,0.404,0.021,0.0933,0.826,129.981,1,53PBPbgrFiWJKk9Wi5QCWi,2016-09-30,2016
練習,Andy Lau,cantopop,0.586,0.578,8,-7.31,1,0.0396,0.687,0.0,0.109,0.261,113.917,1,3CgVruuqtLv88BXOCxtWl5,2002-07-11,2002
無盡,Supper Moment,cantopop,0.399,0.745,6,-6.595,1,0.0472,0.172,0.0,0.288,0.526,156.492,1,6TNz79kvUVVQSM2EhZQVq8,2014-05-16,2014
失憶蝴蝶,Eason Chan,cantopop,0.288,0.388,11,-9.664,0,0.0364,0.849,1.71e-06,0.0889,0.277,133.71,1,5fq6ZlTOzJtiO40yPC2NIg,2013-07-22,2013
你的背包,Eason Chan,cantopop,0.571,0.554,4,-7.539,1,0.0297,0.337,0.000118,0.0878,0.334,125.989,1,1lM4cYuhJHSsDRfD0ZCRN7,2013-05-21,2013
