name_lower,artist_lower,spt_id,release_year,billboard_year,is_bb,is_pop,length (total sec),tempo,loudness,scale,key (num),camelot,af_hap,af_dan,af_enr,af_aco,af_ins,af_liv,af_spe
take me with you,wingtip,38odiT4ZNTFMkRryKnljon,2018,9999,0,1,211,100,-7,Minor,11,10A,82,75,62,6,0,22,4
breaking strings,adam wakefield,7sbfruSENiLAqAJkfbRyGQ,2018,9999,0,1,223,140,-6,Minor,9,8A,61,60,57,25,0,10,3
can't find,linion,7KKuseiLhKfoP353BjJduf,2018,9999,0,1,259,120,-10,Minor,9,8A,22,71,33,69,37,10,3
were were,salif keita,38AJOtjMA9DgnWsTmnAAMf,2018,9999,0,1,294,104,-9,Minor,6,11A,78,79,62,5,5,11,11
a good night,john legend,7gevvAspxft2qQmcvJjNBH,2018,9999,0,1,203,110,-6,Major,10,6B,70,53,71,10,0,11,20
stjärnorna,malena ernman,5KgkbAybcWPsVFDmcgFEqD,2018,9999,0,1,204,116,-8,Major,6,2B,20,46,50,77,0,29,4
認真如初,jason chan,2rdcqS9cMomMCHqtX3v7hM,2018,9999,0,1,255,128,-6,Major,8,4B,32,59,57,15,0,12,3
звёздочка,lyudmila zykina,4djc0hr7FoNYVzrCt7kwVq,2018,9999,0,1,183,121,-7,Major,0,8B,37,26,38,97,0,18,3
le fou du phare,ezéchiel pailhès,5zt3ZHr8qYeWnd6cUDFvbF,2017,9999,0,1,256,99,-8,Minor,9,8A,85,86,41,24,6,32,3
go on,snoop dogg,5GW97dX1VfhPhLvXyMGaSk,2017,9999,0,1,190,106,-3,Minor,10,3A,76,82,83,17,0,26,23
sundays,aminé,2TLlFL6dpycifLqKtTE7UZ,2017,9999,0,1,247,64,-9,Major,3,5B,43,69,41,71,0,17,26
without you,pugwash,4L4obhUrdsnCfka32Uo96q,2017,9999,0,1,231,138,-7,Major,10,6B,60,50,82,0,0,21,4
滾滾紅塵,袁鳳瑛,5TzUETx9tb6ryCBTkCjGlV,2017,9999,0,1,196,89,-17,Minor,4,9A,15,38,22,77,0,14,3
con i miei occhi,giorgia fumanti,5NexfNtK8NqJAYMvxQm6dI,2017,9999,0,1,319,121,-11,Minor,0,5A,28,35,41,94,0,10,4
paradise,broadside,5rYIdvFM7s3uDedkBxU7CB,2017,9999,0,1,184,133,-4,Major,1,3B,72,55,94,0,0,27,9
i'll be yours,girl's day,4dOOKtG5p4HXhWOBNAAMwS,2017,9999,0,1,190,99,-2,Major,7,9B,59,73,92,6,0,16,6
las cuatro lunas (with pedro el granaíno),vicente amigo,5nMtro9z2jBfeXCnEMPIuN,2017,9999,0,1,385,106,-8,Major,11,1B,75,74,66,82,50,12,4
kalyanam aidicha,g. v. prakash,4PqZf3qwCTroCWTU46lSG0,2017,9999,0,1,47,119,-7,Major,5,7B,77,77,28,68,48,9,8
wait,subtact,670jSCYlPA6bHLTbEKKMkW,2017,9999,0,1,231,145,-8,Major,5,7B,33,60,74,0,1,19,8
find yourself,great good fine ok,75bpVVgp0HCT9Ad6uIFGvH,2017,9999,0,1,176,112,-5,Minor,5,4A,46,72,62,69,0,13,4
"sadda move (from ""raabta"")",pritam,7IMRfVXYME843MZEAw2Voc,2017,9999,0,1,210,98,-5,Major,1,3B,68,80,91,7,0,10,9
漂浮群島,stefanie sun,6hbpwiYOrQNAvxmd2WtvxN,2017,9999,0,1,238,148,-7,Major,6,2B,42,55,73,25,0,16,7
systemagic,goldfrapp,6LqoM6OhXe4Y7xvqF3vfAK,2017,9999,0,1,218,95,-6,Major,0,8B,47,60,73,0,8,6,2
revelation,balance and composure,5F0tseooVdpWi2Ubde8gUf,2017,9999,0,1,257,135,-5,Minor,6,11A,51,50,94,0,3,14,5
wish u the best (feat. stalking gia),blackbear,2O30HZ3iEz32Nx8yVMJjFO,2017,9999,0,1,154,115,-6,Minor,2,7A,47,80,50,2,0,11,19
gulabi 2.0,amaal mallik,1yGCVeGnN9HoZfPNfuD4Vq,2017,9999,0,1,212,119,-6,Minor,10,3A,79,70,94,2,0,66,4
siliconica,she,6b3RtiRpI1F6qRiLsmJbiS,2017,9999,0,1,211,105,-7,Major,0,8B,53,53,83,5,61,30,3
leather rocket,the cowboys,7Dp6pvMeSJ1i2e1sQLFVGV,2017,9999,0,1,129,164,-6,Minor,10,3A,78,21,86,0,36,32,5
mong cho anh,mỹ tâm,5WZsyCzkUesBfAleckJTbH,2017,9999,0,1,244,88,-6,Major,8,4B,29,56,46,63,0,12,3
odyssey - peppe markese & daniele travali remix,diatonik,5JRYzyVBgKKYvTNqSaPUWm,2017,9999,0,1,479,121,-10,Major,7,9B,19,81,78,0,90,6,9
usagi funk,night tempo,21I8JBrMSTNITsQU3Nb7Lr,2017,9999,0,1,212,100,-7,Minor,10,3A,92,81,75,23,1,41,16
set your goal,"fear, and loathing in las vegas",2a9scfMtdPNU5tdM3WcTeF,2017,9999,0,1,212,141,0,Major,2,10B,16,22,99,0,0,33,23
black out days - future islands remix,phantogram,3kxkjirben9RVm9NqYa6rm,2017,9999,0,1,248,170,-9,Minor,4,9A,12,48,48,0,78,16,4
f.b.g.m. (feat. young m.a.),t-pain,0E0xCeOBQRSkbABuLVOR4F,2017,9999,0,1,188,78,-4,Minor,10,3A,22,68,66,12,0,17,4
please never fall in love again,ollie mn,42H6GeQfrBkT3vTUTdpB1M,2017,9999,0,1,154,109,-16,Major,10,6B,29,65,8,84,0,9,4
brittany glasz,allah-las,5kNlDHhXPSfQnQn4Wa4N5T,2017,9999,0,1,157,128,-7,Major,9,11B,90,61,66,0,0,9,3
she lies,the whiffs,1Frdq2x1bHIHjXm5jQnpp3,2017,9999,0,1,114,171,-9,Major,9,11B,40,31,91,2,0,30,21
舊生會 (live),hacken lee,5aITEXSFLnFLgO4qVfGHKN,2017,9999,0,1,158,137,-11,Major,10,6B,38,61,48,64,0,94,7
tv jhilmilala,umakant barik,5gTLB3zFP9k97utdGjngaH,2017,9999,0,1,338,76,-1,Minor,3,2A,62,38,92,13,0,10,21
"suno- na sangemarmar (from ""youngistaan"")",arijit singh,2IBOMCdlKEZ0aWh44BRANV,2017,9999,0,1,201,120,-9,Minor,0,5A,58,66,56,49,0,38,3
cabin out in nowhere,smith & thell,4KuX6GhAghNuP3DpIEgpJK,2017,9999,0,1,231,168,-7,Major,2,10B,66,56,72,12,0,10,3
fall thru,meek mill,7dK9JJXrbDFc29n23BqUso,2017,9999,0,1,222,157,-4,Major,9,11B,63,56,81,38,0,26,37
big mistake,cyanide pills,09exupZHNx7jFIr3uxuI9V,2017,9999,0,1,120,176,-7,Minor,4,9A,96,46,81,1,89,6,6
my swagger,got7,7f7FSUQH5HDZBJRZoQJd5W,2017,9999,0,1,187,110,-4,Major,11,1B,37,75,58,0,0,10,6
stay,ember island,7vG2q66GQmnr94Xfzen4zw,2017,9999,0,1,197,125,-8,Major,5,7B,28,57,59,36,0,49,5
issues - acoustic unplugged,matt johnson,4YyTiGdSA1dGCqiLgDcUoi,2017,9999,0,1,129,98,-12,Minor,5,4A,39,57,23,89,0,13,16
héroes del sábado,la maravillosa orquesta del alcohol,5Wcz0MyZQa7tgPu62WMqzl,2017,9999,0,1,244,136,-6,Major,10,6B,32,53,69,26,0,10,4
two hands,we came as romans,4r5q0Zd5KUMA3GotjaQr2G,2017,9999,0,1,233,180,-5,Minor,3,2A,41,39,95,0,0,17,10
habit,seventeen,0ePDb0b1tMQlqP9u58pmcg,2017,9999,0,1,253,172,-7,Minor,5,4A,53,44,46,65,0,9,5
don't let me down,tchami,2XfcbWzobYS6a9bKP22kvO,2017,9999,0,1,297,126,-4,Minor,9,8A,26,77,89,1,23,9,7
blow,yves v,6l3pBAUJT02f9NSvLmGU3o,2017,9999,0,1,165,128,-6,Minor,5,4A,14,60,90,2,68,11,5
filme moi,alice et moi,7w5xMDqwZKMZYmLgdrncte,2017,9999,0,1,209,98,-7,Minor,6,11A,69,67,51,19,11,11,3
días impares (feat. melissa robles),carlos sadness,4zozfZvPnjkT4pexTAMGQq,2017,9999,0,1,212,138,-9,Major,2,10B,39,51,43,65,0,30,4
tell me who - retart & romanescu codrin remix,vanotek,0EVJYytu7mr1przGN53Uda,2017,9999,0,1,232,120,-7,Minor,5,4A,34,68,87,13,27,9,5
on my way - edx's miami sunset remix,tiësto,7EVWALrBunOTNR1jMWzdxS,2017,9999,0,1,203,121,-4,Minor,6,11A,64,55,83,3,0,6,6
wanted you - live,twin peaks,1HzGt3s9BrNXwyUGVc8A0A,2017,9999,0,1,209,167,-8,Major,7,9B,63,21,83,10,1,90,4
spell it out,you me at six,7edN1zsBhEfrO2OJhhIPw4,2017,9999,0,1,267,150,-6,Major,2,10B,8,35,54,8,0,9,3
deberíamos hablar,el arrebato,0iXOKTi4UXz9eGarus8JL6,2017,9999,0,1,214,96,-5,Major,6,2B,53,73,76,21,0,14,13
i shouldn't look back w/ scum & lil lotus [prod fats'e],fats'e,2UlT36ML31cbBAo6uAq5VD,2017,9999,0,1,139,75,-11,Major,9,11B,6,65,34,47,17,9,6
les vitrines,kid francescoli,6GT72G3CGkc6XZO3CJYujL,2017,9999,0,1,197,112,-6,Minor,2,7A,41,70,62,1,76,53,5
sem fim no final - ao vivo,lu & robertinho,3q3hay3ewZirtk56V4IPl3,2017,9999,0,1,158,116,-4,Major,11,1B,68,41,88,37,0,95,6
so it shall be,k.d. lang,1ej1LOEjEmvEtXg6IbWlWN,2017,9999,0,1,270,95,-13,Major,2,10B,34,72,29,31,0,5,3
fé na vida,preto no branco,0nmyNMbhtZ2vNRHcA9Lw84,2017,9999,0,1,251,120,-6,Minor,1,12A,85,78,70,4,0,29,4
故弄玄虛,joey yung,28VIyG0AEXtPIKPAhE4NBa,2017,9999,0,1,231,144,-11,Major,5,7B,42,41,57,56,0,45,6
f**k u,kailee morgue,3jmEsXBxrm4aKu2hC0TaAy,2018,9999,0,1,184,82,-8,Minor,8,1A,23,83,37,53,0,9,25
different,woodz,5Y7a8iWIawp1QTbevGeH1V,2018,9999,0,1,222,124,-4,Major,4,12B,44,63,81,2,0,8,3
飢餓遊戲,kelvin kwan,4ZVS4hDUIgEEC04QpqwtgX,2018,9999,0,1,228,150,-5,Major,4,12B,53,48,71,57,0,23,3
fiancé,mino,6Tw2x3wavaWsboio2Cy44I,2018,9999,0,1,207,140,-4,Major,5,7B,51,66,74,3,0,13,3
runaway,passenger,6m5oS6VcZGQcPzfsivvIw4,2018,9999,0,1,190,91,-6,Major,5,7B,48,41,74,5,0,10,4
dancing alone,axwell /\ ingrosso,5xzzxWj8a1YBbNZhNLqWuQ,2018,9999,0,1,253,122,-6,Minor,8,1A,65,70,94,9,0,34,21
"2,e1",la timpa,0lNbLjziiwxMOEHdPH2rQa,2018,9999,0,1,192,134,-12,Minor,4,9A,33,73,45,39,91,9,9
ロマンス宣言,kaneko ayano,7ph7HRUsxYcKLRFTaYCQYQ,2018,9999,0,1,149,156,-8,Minor,0,5A,95,66,86,23,0,8,3
n/s,stray kids,7corRczwsPYmhVqHQlebSS,2018,9999,0,1,224,130,-5,Minor,4,9A,38,82,67,0,0,10,5
nacida para sufrir,axolotes mexicanos,1M4S7jCdnrIOvC0w4GUpB7,2018,9999,0,1,146,130,-4,Major,2,10B,68,61,93,0,8,42,5
main badhiya tu bhi badhiya,sonu nigam,29wRh7aUncjPkqWVkZStH2,2018,9999,0,1,274,82,-7,Major,4,12B,54,67,79,15,0,33,6
ride on the wind,kard,7gQWTvDx7VJRzeRbnlyIm4,2018,9999,0,1,176,115,-4,Major,11,1B,76,73,81,16,0,19,11
runnin' with an angel,riley green,1BWq6vqgF679jaHo3Hb0se,2018,9999,0,1,235,166,-6,Major,6,2B,66,52,64,1,0,11,4
calling you home (feat. runn),seven lions,0yPWj2trBQazAUasaLmqbU,2018,9999,0,1,284,150,-4,Minor,5,4A,30,38,86,6,0,8,6
dil meri na sune,atif aslam,4ILc7H2NfGbzbrHBclNOtB,2018,9999,0,1,236,164,-4,Major,9,11B,47,57,73,35,0,66,5
tor bina jindegi adhura,prakash jal,0h0LbXiZpwC5NO8HU3Z68d,2018,9999,0,1,311,151,-2,Minor,3,2A,79,54,84,20,0,23,7
don't know how to love,gusgus,5YWKqzLqLcfZgu3nBShURg,2018,9999,0,1,311,113,-8,Major,7,9B,53,45,65,13,43,16,7
te deseo lo mejor,ana mena,6LvpIEJLvBcFH27g4ybClG,2018,9999,0,1,221,160,-7,Major,9,11B,35,49,65,0,0,26,3
"mehndi laga ke rakhna (from ""dilwale dulhania le jayenge"")",lata mangeshkar,6fAd7h8Jt3Hsf764rn7kEV,2018,9999,0,1,286,98,-8,Minor,2,7A,88,57,83,78,0,37,11
trinca de ases (ao vivo),gilberto gil,6AY3Eus6NuGfHvU9rYKFfT,2018,9999,0,1,334,135,-13,Major,0,8B,51,77,60,24,0,67,5
wish upon a satellite,sloan,7CtxZEZ7N2HcgTfff5yNA4,2018,9999,0,1,218,106,-7,Major,2,10B,47,53,57,0,0,24,3
london thumkda unplugged,amit trivedi,68dJvzk77M8ojn1YZdM105,2018,9999,0,1,318,140,-5,Major,0,8B,71,80,78,30,0,6,11
like we used to,the rose,2jKbt1weL6goM8AZXyoW6H,2018,9999,0,1,164,98,-6,Major,2,10B,52,64,50,35,0,83,3
sajna door,ali zafar,3M81idvvPF9egpEfGuaJf6,2018,9999,0,1,259,136,-11,Major,7,9B,23,40,27,74,0,12,3
where or when,michael bublé,0S2qRDoO9KAfA1nJB6UsP0,2018,9999,0,1,185,130,-7,Major,2,10B,21,22,30,80,0,34,3
it was a very good year,willie nelson,0l2aQ8t8UJxiQxxTGMvwYn,2018,9999,0,1,235,88,-11,Minor,4,9A,21,49,33,73,0,23,3
happy hour - radio mix,weezer,5omJLAI8Om8bjUeezMnIJe,2018,9999,0,1,175,99,-3,Major,8,4B,83,56,96,0,0,38,4
without you my love - myon extended definitive mix,seven lions,7K1ATrhdNtBuX7EWB9KPyv,2018,9999,0,1,401,128,-6,Minor,2,7A,14,74,83,0,3,11,12
今夜このまま,aimyon,0sSG83UxY15ft1E2N9THYF,2018,9999,0,1,238,105,-4,Major,1,3B,64,44,85,3,0,9,4
winnebago (feat. quinn xcii & daniel wilson) - vincent remix,gryffin,3ExmNkfVtG7jptHXRdgTdU,2018,9999,0,1,197,148,-7,Minor,1,12A,21,55,65,24,0,7,8
九万字,黄诗扶,1gLhgbvEldA2Dsm0wAVtqu,2018,9999,0,1,232,127,-8,Minor,3,2A,41,37,40,78,0,10,3
no man's land,king tuff,4cvRGjIs1VqZ4Yc2M5TUjA,2018,9999,0,1,353,125,-9,Major,0,8B,21,21,60,6,1,7,4
lying on the dance floor,adriana proenza,1bPCTIkflCIzqwgWmKfbtP,2018,9999,0,1,119,100,-12,Minor,3,2A,10,73,27,67,0,7,7
типичная вечеринка с бассейном,poshlaya molly,1ndGHWAEXWz9jVr5bAgCrU,2018,9999,0,1,273,110,-10,Major,7,9B,10,57,51,0,3,13,4
brighter days,macross 82-99,0Hm9H8k6UVsCUU7z4nUzB9,2018,9999,0,1,124,110,-9,Major,1,3B,88,64,87,0,83,12,4
exclusive grave,rolling blackouts coastal fever,3x6x43xLNJ5RuDuohrZ39I,2018,9999,0,1,226,138,-6,Major,9,11B,67,48,89,1,0,22,6
i don't die,joyner lucas,3NSmC1EQKOdUe6KhMrDDk5,2018,9999,0,1,224,149,-4,Major,1,3B,57,74,88,10,0,12,30
heaven,finneas,4Kaq5ru7CS1Ci6282M3z3R,2018,9999,0,1,222,138,-7,Major,2,10B,17,53,32,15,0,17,4
estáis aquí,sidonie,2uE87JiIsvQuuIVMbLke9U,2018,9999,0,1,259,132,-8,Major,0,8B,71,72,71,0,3,12,3
mia mia (bonus track),dj neptune,1EATNOrIqIVFZqO7j6fngt,2018,9999,0,1,169,106,-6,Major,9,11B,88,83,60,24,0,45,8
billionaire,yo yo honey singh,4n2wiHl50e3P6aQpUArK8l,2018,9999,0,1,215,126,-3,Minor,8,1A,81,82,75,4,0,54,4
la mudanza (feat. niña pastori) - en directo,pablo alborán,0vmHOw7NfzFTRKxi8EIDT0,2018,9999,0,1,252,137,-8,Major,3,5B,29,58,34,88,0,66,5
ekassa 32 (votumamuoga),sir victor uwaifo,3RAEq9I0e5PbkWWkBqsq1z,2018,9999,0,1,207,87,-13,Major,1,3B,71,65,56,53,0,88,4
愛到底,黃翊,00bnDJ4T9zZR8ruhlmykyJ,2018,9999,0,1,297,130,-8,Major,1,3B,25,42,40,86,0,10,4
lost dreams,morgan page,3fRLC1A5JiWESTBaPULjrM,2018,9999,0,1,189,128,-2,Major,10,6B,25,62,63,33,0,18,4
pop show,redd kross,474ggmONgFl0r353PR4rRc,2018,9999,0,1,165,139,-7,Major,8,4B,80,51,92,0,0,4,5
qué bonito,soraya,4T0bhxGIDHOkqqwqLyouV5,2018,9999,0,1,217,95,-6,Major,7,9B,59,72,74,12,0,20,6
115万キロのフィルム,official hige dandism,278JqkBGkjDovOYAwE8TW7,2018,9999,0,1,324,97,-2,Major,3,5B,48,52,79,0,0,14,3
look at me now,jor'dan armstrong,3C2NY5ZUnwkEkUldGgTESJ,2018,9999,0,1,249,99,-5,Major,11,1B,58,45,77,48,0,12,9
crazy over you,sonta,4zgZt3c6sZB205BfN4cfSr,2018,9999,0,1,256,112,-5,Minor,8,1A,17,60,58,56,0,15,4
calm down,burna boy,56XIgOY2j7nL5xUtuKXACL,2018,9999,0,1,265,168,-7,Major,1,3B,59,64,55,50,0,16,5
fifi,rabo de vaca,6gX0fbZ7L32FHUqVAu9wfV,2018,9999,0,1,251,176,-10,Minor,9,8A,73,71,78,53,0,11,5
daddy,sega bodega,0raY9Dz47u49m2MGlNMc2E,2018,9999,0,1,196,141,-7,Minor,6,11A,19,73,85,0,17,14,8
kuku kee me,seun kuti,0nXtpTPyLkiLjCIqdDZvvz,2018,9999,0,1,359,138,-6,Minor,10,3A,70,67,94,4,0,15,9
rush hour 3,the beths,4YPqftFxV7yehY9m96KHkO,2018,9999,0,1,227,149,-6,Major,4,12B,83,40,89,2,0,52,5
we work it - gawp remix,sonny fodera,3bOmXRj6YR61unJmLHF9o1,2018,9999,0,1,370,125,-6,Major,2,10B,68,80,86,0,13,8,5
to do list,hyolyn,0o5kBBJBHKF1F6CwRJSOPp,2018,9999,0,1,200,116,-6,Minor,7,6A,56,66,45,82,0,9,3
i told santa,wiktoria,0hrLFCpD5U2nF3Uh5Bvci4,2018,9999,0,1,199,110,-4,Major,2,10B,94,83,77,27,0,16,4
just the flu,nofx,1wkfQ57zlg5hs0CU9Bk12g,2018,9999,0,1,130,98,-7,Major,2,10B,38,34,97,0,0,90,11
better not (feat. wafia) - shaun frank remix,louis the child,7kGIyYQc44EQcJR3HH314y,2018,9999,0,1,209,119,-4,Minor,6,11A,71,73,88,4,0,29,8
k歌之王,angela hui,0TTmqCr0n0J2UpnJmCEvrz,2018,9999,0,1,248,77,-9,Major,8,4B,26,35,29,68,0,30,4
locked and loaded - edit,tony allen & jeff mills,2qPd50G5mJA2eFZQjWHbdF,2018,9999,0,1,292,121,-13,Major,2,10B,69,59,69,0,90,12,5
arcana,3lau,1uqHtxpbU8OXoZeoMekH2C,2018,9999,0,1,195,75,-6,Minor,4,9A,4,46,90,0,95,14,4
without you my love - myon definitive mix,seven lions,4TBx1FOfpieQU8cFAtDBtU,2018,9999,0,1,220,128,-6,Minor,2,7A,12,52,67,1,0,54,8
arc - stripped,yoste,7zdLzxX3JvF8qqW2o6UyMN,2018,9999,0,1,206,72,-13,Major,6,2B,22,40,43,53,30,9,5
殘渣,葉巧琳,4HvDEI7xMMZEyKhL3l1xyc,2018,9999,0,1,252,125,-7,Major,2,10B,35,53,47,76,0,8,4
i don't know you,the rose,5SlI1Yi78Q1IdTtpRoppAL,2018,9999,0,1,158,98,-4,Major,9,11B,42,66,45,2,0,5,5
marugelara o raghava,unnikrishnan,3r0WP1t3QSyWhwlJbfLKh5,2018,9999,0,1,338,100,-11,Minor,11,10A,46,60,48,65,0,8,5
nwngbai malaima,koloma,01ZI9suRExIX6kbEOkAzUu,2018,9999,0,1,399,110,-9,Major,2,10B,35,70,28,43,0,12,3
vadachennai teaser theme,santhosh narayanan,3hdzICQRCJZEO4KEH1cFTl,2018,9999,0,1,66,90,-6,Minor,0,5A,42,50,40,45,59,46,3
the night watcher - edit,tony allen & jeff mills,5rR4j8raeNKOPimgvhAoDg,2018,9999,0,1,292,150,-12,Minor,5,4A,58,74,81,7,38,35,11
one true crutch,the scutches,33j5dJQiXzGUNt2DihKaYQ,2018,9999,0,1,114,180,-4,Major,1,3B,93,39,96,0,0,27,6
我我,曾樂彤,23990hirbxCuImymqi2MVp,2018,9999,0,1,201,106,-8,Major,10,6B,59,70,64,35,0,19,5
я возвращаюсь домой,valery obodzinsky,1RHWz4XGcfdppCPb3HQYG9,2018,9999,0,1,175,100,-6,Major,9,11B,59,47,49,75,0,41,3
tetris,derek king,566MMmfMJwlR7oQgRyW2w8,2018,9999,0,1,232,99,-8,Minor,1,12A,13,79,58,1,0,14,8
let me in,secrets,7HwRTEQW38SKoiDaoRMoLZ,2018,9999,0,1,232,75,-3,Minor,11,10A,58,49,95,1,0,6,8
star struck,consciousthoughts,5X4eQ5GUnYMDTCuxGymMs8,2018,9999,0,1,216,120,-6,Minor,0,5A,65,68,91,1,46,15,8
"adi ennadi raakkamma (from ""pattikkada pattanama"")",t. m. soundararajan,1oeNybdAiY2DmO1iJMheeC,2018,9999,0,1,219,135,-10,Major,5,7B,88,48,64,64,0,36,7
あなたわたし抱いたあとよめのめし anata watashi daita ato yome no meshi,otoboke beaver,6iNva3i1phAmhyviohS3Nc,2018,9999,0,1,120,133,-2,Minor,1,12A,51,36,97,0,0,28,21
jeannie's got a problem with her uterus,screeching weasel,574mSmcYoYxxcELo99gqgC,2018,9999,0,1,123,108,-4,Major,9,11B,60,51,92,0,0,15,6
zuhause,fynn kliemann,5vC4M4GjYLkgDaUwQcL7WA,2018,9999,0,1,197,96,-9,Minor,9,8A,40,66,45,86,0,10,4
yu (a song for koda),ziggy alberts,3mALia4oL8E5h43aQvZFQi,2018,9999,0,1,204,102,-12,Major,0,8B,47,73,17,96,0,11,4
everything's alright (reprise),sara bareilles,6p3SHfl3MCN8L2KJSofaSY,2018,9999,0,1,40,108,-17,Major,2,10B,69,51,8,77,0,44,4
"ee preeti manasugalu (from ""preethigagi"")",srinivas,7iD0v9QZqQQyyOVFvtbY25,2018,9999,0,1,304,78,-12,Minor,9,8A,50,56,44,67,0,9,10
veneno,anitta,1KFN3kB4hc6r7ILpifFsqf,2018,9999,0,1,158,90,-5,Minor,4,9A,30,79,77,5,0,7,11
velvet cage,panic priest,3xoGZGW2GdQkoHFl9U14JB,2018,9999,0,1,208,131,-4,Minor,9,8A,46,41,94,0,29,33,7
表情符號,kaho hung,6fwjf1qL0huEhVOKayDXUX,2018,9999,0,1,183,107,-6,Minor,7,6A,75,76,68,25,0,51,5
今生不回家 - live,endy chow,1nlhxQagZateSh0IiwmkEg,2018,9999,0,1,388,113,-9,Major,10,6B,10,50,39,53,0,16,3
this feeling (feat. kelsea ballerini) - young bombs remix,the chainsmokers,54eOmDg8gQNwl0rtr2l3Wo,2018,9999,0,1,176,105,-2,Major,1,3B,33,53,89,20,0,5,22
"someone, somewhere - acoustic version",asking alexandria,3kBwvZiZTm4P9iIKoSp44I,2018,9999,0,1,216,150,-7,Minor,7,6A,38,40,67,40,0,10,4
pain ft. kaater,diljit dosanjh,0bqIaPECPUOGoHEamDhmH3,2018,9999,0,1,173,164,-4,Minor,8,1A,41,60,80,12,0,30,20
el manicero,manu dibango,6vG5U3Oi7RBLTD7sUf6olT,2018,9999,0,1,344,105,-6,Major,1,3B,81,42,70,42,21,31,3
hammer,point north,5kqr6EkKEafBGKxzjdXOVP,2018,9999,0,1,220,180,-6,Major,1,3B,67,42,87,0,0,41,10
elle m'a dit (feat. haristone),still fresh,3Jmcl5PTs5IdI3zsZoGKk2,2018,9999,0,1,207,102,-6,Minor,7,6A,52,73,76,32,0,10,5
"seeing is believing - from ""aspects of love""",andrew lloyd webber,7oo0AKSxc7VCECsNvRjgiZ,2018,9999,0,1,270,83,-8,Major,10,6B,20,18,50,93,3,49,4
oh susan,mark whalen,3nf9In5KCH6RdorA6J1C8F,2018,9999,0,1,208,90,-11,Major,3,5B,61,78,44,62,1,11,4
devotion (feat. irfane) - yuksek remix,breakbot,3Dc7VSy3xXogPe59oSVU5G,2018,9999,0,1,286,119,-5,Major,8,4B,83,78,78,3,1,15,6
i don't know how to love him,andrew lloyd webber,4LpAOw4VeMJoBVzDZcmiEg,2018,9999,0,1,249,146,-8,Major,2,10B,34,30,37,50,0,10,3
alla här,parham,0MxvzyCN0ZxoNKsAGwLPfl,2018,9999,0,1,201,174,-7,Major,5,7B,28,43,71,11,0,14,31
loop version,machine girl,2JEWtbyZYrSwRVMNHbxPlT,2018,9999,0,1,117,133,-9,Major,0,8B,97,72,74,0,83,6,8
lonely boogie,kevin krauter,5RqF5YBktKKw3zCVX2S9I6,2018,9999,0,1,186,110,-7,Major,0,8B,40,50,52,3,16,15,3
a dónde vas,antonio josé,2z9f1UbKUkabXEQjbb9nZl,2018,9999,0,1,242,128,-6,Major,4,12B,19,54,43,43,0,11,3
namanana,lay,5SCE6bkrXysjBSShvhOkAa,2018,9999,0,1,208,110,-5,Minor,10,3A,82,80,86,1,0,35,10
i gave up,underoath,53Q3pILqs48JtyCZ1jeQt6,2018,9999,0,1,242,85,-5,Major,7,9B,8,48,63,1,1,21,2
burning bridges,bea miller,6d1alyPmQMTn99yk2wlw47,2018,9999,0,1,218,132,-4,Minor,4,9A,27,59,76,10,0,17,5
"yemainado - from ""mr. majnu""",thaman s,04NIQz1XY9lQ4uqH7pksr4,2018,9999,0,1,196,128,-6,Minor,9,8A,38,64,22,86,0,8,3
round & round - pilton remix,the spacies,4wxH9rLs2nI3h1oWeOj83c,2018,9999,0,1,252,80,-6,Major,11,1B,30,41,76,26,0,32,5
speechless (feat. erika sirola),robin schulz,1rCcsYnmqbMYdkG7kS9GC5,2018,9999,0,1,214,125,-5,Major,1,3B,27,57,73,2,0,9,6
"tujhe jeevan ki dor se (from ""asli naqli"")",lata mangeshkar,6EbODWxXXtn5wZjT4Xcc4N,2018,9999,0,1,199,164,-12,Major,2,10B,96,44,42,90,0,65,6
smoke,blood orange,1sFqfjMzxrwyvhL8785yUL,2018,9999,0,1,213,82,-13,Major,0,8B,24,59,23,77,0,15,5
without you,slushii,1yd3iMLXISa8Dny1E6l6Fq,2018,9999,0,1,196,150,-1,Major,6,2B,50,63,97,12,0,11,19
on the ball,bryce vine,03F0kSuBhDgD2zWlAwkG8x,2018,9999,0,1,190,146,-6,Major,2,10B,53,67,74,13,0,19,4
better runaway,hogland,2I4CfC1AgQdaKjpi01aG9o,2018,9999,0,1,211,102,-5,Major,11,1B,64,60,87,19,0,35,4
agenda,phantoms,7tyzgLinnSLfH75pEXp83S,2018,9999,0,1,182,110,-6,Minor,11,10A,71,76,78,29,0,12,5
rocken é inte död,strängen,44AWVqXUdhKvJwgZURj0Hx,2018,9999,0,1,224,165,-4,Minor,6,11A,64,21,96,0,0,16,6
pick it up (feat. dre),fat joe,4NT8MTxwf9wvZ4Ui36x7O2,2018,9999,0,1,207,174,-3,Major,2,10B,78,66,91,2,0,13,26
hallelujah,nana mouskouri,3LrOi1WZ1YLjCls35uB4aL,2018,9999,0,1,263,189,-13,Major,5,7B,20,30,21,94,0,8,4
eastside (with halsey & khalid) - acoustic,benny blanco,5iQ0Va8Dt5Yky4TXuqO5TF,2018,9999,0,1,173,90,-6,Major,9,11B,87,69,49,71,0,17,3
