name_lower,artist_lower,spt_id,release_year,billboard_year,is_bb
thought you should know,morgan wallen,4Fm1GxOXJEiJQ3z6LCQbSP,2023,2023,1
thank god,kane brown & katelyn brown,1brnLTvarI9D1hLP6z2Ar8,2022,2023,1
sure thing,miguel,0JXXNGljqupsJaZsgSbMZV,2010,2023,1
all my life,lil durk,6HgWWaMu31KdOpEG5l28BG,2023,2023,1
ella baila sola,eslabon armado & peso pluma,3dnP0JxCgygwQH9Gm7q7nb,2023,2023,1
karma,taylor swift,7KokYm8cMIXCsGVmUvKtqf,2022,2023,1
just wanna rock,lil uzi vert,4FyesJzVpA39hbYvcseO2d,2022,2023,1
cuff it,beyoncé,1xzi1Jcr7mEi9K2RfzLOqS,2022,2023,1
vampire,olivia rodrigo,1kuGVB7EU95pJObxwvfwKS,2023,2023,1
fukumean,gunna,4rXLjWdF2ZZpXCVTfWcshS,2023,2023,1
lavender haze,taylor swift,5jQI2r1RdgtuT8S3iG8zFC,2022,2023,1
players,coi leray,6UN73IYd0hZxLi8wFPMQij,2022,2023,1
need a favor,jelly roll,07on0OB2cdPt79IFsgdRUy,2023,2023,1
dance the night,dua lipa,1vYXt7VSjH9JIM5oRRo7vA,2023,2023,1
love you anyway,luke combs,2kYevr8cbIAH2ha8210Bnz,2023,2023,1
one thing at a time,morgan wallen,5vYtElD9hKn73Kh4YcnNFN,2023,2023,1
superhero (heroes & villains),metro boomin & future & chris brown,0vjeOZ3Ft5jvAi9SBFJm1j,2022,2023,1
la bebé,yng lvcas & peso pluma,2UW7JaomAMuX9pZrjVpHAU,2023,2023,1
golden hour,jvke,5odlY52u43F5BjByhxg7wg,2022,2023,1
religiously,bailey zimmerman,0bILU0UiNDmA5Ff6whhb2R,2023,2023,1
spin bout u,drake & 21 savage,2ZL7WZcjuYKi1KUDtp4kCC,2022,2023,1
cupid,fifty fifty,53DDMPqgMWNrEeE3NjThKE,2023,2023,1
search & rescue,drake,7aRCf5cLOFN1U7kvtChY1G,2023,2023,1
barbie world,nicki minaj & ice spice & aqua,741UUVE2kuITl0c6zuqqbO,2023,2023,1
next thing you know,jordan davis,39OclE5hZematADrdfaWvE,2023,2023,1
escapism,raye,5mHdCZtVyb4DcJw8799hZp,2023,2023,1
un x100to,grupo frontera & bad bunny,2yzshFeBIwH8tWIqHEFLeD,2023,2023,1
until i found you,stephen sanchez,0T5iIrXA4p5GsubkhuBIKV,2021,2023,1
shirt,sza,2wSTnntOPRi7aQneobFtU4,2022,2023,1
paint the town red,doja cat,2IGMVunIBsBLtEQyoI1Mu7,2023,2023,1
made you look,meghan trainor,0QHEIqNKsMoOY5urbzN48u,2022,2023,1
wait in the truck,hardy,6fDlK6P4s3BVMls9EmfCWI,2023,2023,1
everything i love,morgan wallen,6k7vV1OGewIoqEmUg3L7Am,2023,2023,1
chemical,post malone,5w40ZYhbBMAlHYNDaVJIUu,2023,2023,1
heart like a truck,lainey wilson,5DIBVDJOHh7djepAjKHWCO,2022,2023,1
"going, going, gone",luke combs,67AdiJcurlf6gocGobfaXs,2022,2023,1
dancin' in the country,tyler hubbard,2KtGiBi5CrX2ERPD2PAS34,2023,2023,1
daylight,david kushner,5OGZ2Mx4Cs6RCndDRycGBJ,2024,2023,1
lift me up,rihanna,35ovElsgyAtQwYPYnZJECg,2022,2023,1
eyes closed,ed sheeran,3p7XQpdt8Dr6oMXSvRZ9bg,2023,2023,1
tqg,karol g & shakira,0DWdj2oZMBFSzRsi2Cvfzf,2023,2023,1
try that in a small town,jason aldean,5BqI4ugJL5WaPRQ6MlC8Ho,2023,2023,1
tennessee orange,megan moroney,6DLbBlGIOjjEj0dNN25zhZ,2023,2023,1
princess diana,ice spice & nicki minaj,0ZxhtATQ0a6EvQNZ0z6NKV,2023,2023,1
tomorrow 2,glorilla & cardi b,0WNfQxDGaPTl0yogcMR5v1,2022,2023,1
where she goes,bad bunny,7ro0hRteUMfnOioTFI5TG1,2023,2023,1
bebe dame,fuerza regida & grupo frontera,0IKeDy5bT9G0bA7ZixRT4A,2022,2023,1
i remember everything,zach bryan,4KULAymBBJcPRpk1yO4dOG,2023,2023,1
what it is (block boy),doechii,1O8zCu3dLLPxkbGfIsbRgE,2023,2023,1
nobody gets me,sza,5Y35SjAfXjjG0sFQ3KOxmm,2022,2023,1
rich men north of richmond,oliver anthony music,78Du4CMFgnhdlG33gblkiP,2023,2023,1
dial drunk,noah kahan & post malone,22VHOlVYBqytsrAqV8yXBK,2023,2023,1
what was i made for?,billie eilish,6wf7Yu7cxBSPrRlWeSeK0Q,2023,2023,1
seven,jungkook,2HRgqmZQC0MC7GeNuDIXHN,2023,2023,1
last christmas,wham!,2FRnf9qhLbvw8fu4IBXx78,1984,2023,1
handle on you,parker mccollum,4reXo2zg1uhEIpUAacDb9C,2023,2023,1
por las noches,peso pluma,6YWME4xCa5Lm6X1exVMQIC,2021,2023,1
memory lane,old dominion,1nrgBXtczBXNSlqIezjwbR,2023,2023,1
area codes,kaliii,7sliFe6W30tPBPh6dvZsIH,2023,2023,1
bury me in georgia,kane brown,4EKH0ajMHXTkq4ztWuztVH,2022,2023,1
prc,peso pluma & natanael cano,2mpoNBkngUEwnaKoBhZ0vl,2023,2023,1
what my world spins around,jordan davis,6vjZxvzdAeHp7jv3R398Xm,2023,2023,1
ain't that some,morgan wallen,1rFH4TZS38gkcLcW02bEm7,2023,2023,1
wild as her,corey kent,3kXH9BQq0TyNliiP1MIE6N,2023,2023,1
peaches & eggplants,young nudy,2KcQ0PbPj0O3P48B9YX7iN,2023,2023,1
i wrote the book,morgan wallen,55uX7uGvi9LNkIcY087lYy,2023,2023,1
"bzrp music sessions, vol. 53",bizarrap & shakira,4nrPB8O7Y7wsOCJdgXkthe,2023,2023,1
meltdown,travis scott,67nepsnrcZkowTxMWigSbb,2023,2023,1
put it on da floor again,latto,6c6WmIHcHlhccEwSFBhzNa,2023,2023,1
bloody mary,lady gaga,11BKm0j4eYoCPPpCONAVwA,2011,2023,1
watermelon moonshine,lainey wilson,3sYBFUXTv0STUoUINx9Qe8,2022,2023,1
lose control,teddy swims,17phhZDn6oGtzMe56NuWvj,2023,2024,1
a bar song (tipsy),shaboozey,2FQrifJ1N335Ljm3TjTVVf,2024,2024,1
beautiful things,benson boone,3xkHsmpQCBMytMJNiDf3Ii,2024,2024,1
i had some help,post malone,5IZXB5IKAD2qlvTPJYDCFB,2024,2024,1
lovin on me,jack harlow,4xhsWYTOGcal8zt0J161CU,2023,2024,1
not like us,kendrick lamar,6AI3ezQ4o3HUoP6Dhudph3,2024,2024,1
espresso,sabrina carpenter,2HRqTpkrJO5ggZyyK6NPWz,2024,2024,1
million dollar baby,tommy richman,5AJ9hqTS2wcFQCELCFRO7A,2024,2024,1
too sweet,hozier,76JKIsdKrAfWUMjaA0u7v5,2024,2024,1
stick season,noah kahan,0mflMxspEfB0VbI1kyLiAv,2022,2024,1
greedy,tate mcrae,3rUGC1vUpkDG9CZFHMur1t,2023,2024,1
like that,future & metro boomin & kendrick lamar,2tudvzsrR56uom6smgOcSf,2024,2024,1
birds of a feather,billie eilish,6dOtVTDdiauQNBQEDOtlAB,2024,2024,1
please please please,sabrina carpenter,2tHwzyyOLoWSFqYNjeVMzj,2024,2024,1
agora hills,doja cat,7dJYggqjKo71KI9sLzqCs8,2023,2024,1
"good luck, babe!",chappell roan,0WbMK4wrZ1wFSty9F7FCgu,2024,2024,1
saturn,sza,040I32EKLxQrkuxQu1pqvT,2024,2024,1
fortnight,taylor swift,2OzhQlSqBEmt7hmkYxfT6m,2024,2024,1
water,tyla,5aIVCx5tnk0ntmdiinnYvw,2023,2024,1
feather,sabrina carpenter,2Zo1PcszsT9WQ0ANntJbID,2023,2024,1
we can't be friends (wait for your love),ariana grande,51ZQ1vr10ffzbwIjDCwqm4,2024,2024,1
austin,dasha,2uqYupMHANxnwgeiXTZXzd,2024,2024,1
cowgirls,morgan wallen,4mtmmBBEgdJLYWnLy5zvWE,2023,2024,1
pink skies,zach bryan,4ZJ4vzLQekI0WntDbanNC7,2024,2024,1
texas hold 'em,beyoncé,7wLShogStyDeZvL0a6daN5,2024,2024,1
is it over now?,taylor swift,1Iq8oo9XkmmvCQiGOfORiz,2023,2024,1
miles on it,marshmello & kane brown,4pkb8SbRGeHAvdb87v9rpf,2024,2024,1
i can do it with a broken heart,taylor swift,4q5YezDOIPcoLr8R81x9qy,2024,2024,1
wild ones,jessie murph & jelly roll,0kE09o4Jdeu7vqjmkV1YJP,2024,2024,1
ain't no love in oklahoma,luke combs,6GG4yyk3UATdBfTHVgI8PB,2024,2024,1
carnival,¥$ & kanye west & ty dolla sign,2McT2fkH0VDqPsbiB9HWPq,2024,2024,1
houdini,eminem,2HYFX63wP3otVIvopRS99Z,2024,2024,1
wanna be,glorilla & megan thee stallion,7mOC6phfrfz3jfigg1aGsE,2024,2024,1
slow it down,benson boone,51eSHglvG1RJXtL3qI5trr,2024,2024,1
redrum,21 savage,52eIcoLUM25zbQupAZYoFh,2024,2024,1
houdini,dua lipa,6D8y7Bck8h11byRY88Pt2z,2024,2024,1
yeah glo!,glorilla,5A8xI7PN4WDe9e61xEdt94,2024,2024,1
rich baby daddy,drake,1yeB8MUNeLo9Ek1UEpsyz6,2023,2024,1
end of beginning,djo,3qhlB30KknSejmIvZZLjOD,2022,2024,1
lunch,billie eilish,629DixmZGHc7ILtEntuiWE,2024,2024,1
never lose me,flo milli,2x2olWuWXpqjoeE4bO1NFS,2024,2024,1
lies lies lies,morgan wallen,1KL0yUBT1U2PfVUWIhWL7l,2025,2024,1
type shit,future & metro boomin & travis scott & playboi carti,28drn6tQo95MRvO0jQEo5C,2024,2024,1
gata only,floyymenor & cris mj,6XjDF6nds4DE2BBbagZol6,2024,2024,1
hot to go!,chappell roan,3j6CeoBBlm40Msn1JE1SPD,2023,2024,1
get it sexyy,sexyy red,6UmKnXmG7VmYqFnmSPOfRj,2024,2024,1
made for me,muni long,0WIv5qV41y6YjjB9V1biuC,2023,2024,1
whatever she wants,bryson tiller,57wp7VFnV8X0pSVnYArGeJ,2024,2024,1
pretty little poison,warren zeiders,0MIp9iBm1V41ERxkZnmSUG,2023,2024,1
first person shooter,drake,7aqfrAY2p9BUSiupwk3svU,2023,2024,1
die with a smile,lady gaga & bruno mars,2plbrEY59IikOBgBGLjaoe,2024,2024,1
i like the way you kiss me,artemas,2GxrNKugF82CnoRFbQfzPf,2024,2024,1
save me,jelly roll,30LZU3ReFIndjHLfaahreM,2023,2024,1
euphoria,kendrick lamar,77DRzu7ERs0TX3roZcre7Q,2024,2024,1
truck bed,hardy,6CThut6kPrjot0pTJOTEer,2023,2024,1
where the wild things are,luke combs,0eBFgRxyVSeuT4iyrbukdn,2023,2024,1
everybody,nicki minaj,5ZJGv7aGdIr9IGpxzSG18T,2023,2024,1
la diabla,xavi,0R6NfOiLzLj4O5VbYSJAjf,2023,2024,1
stargazing,myles smith,3Vr3zh0r7ALn8VLqCiRR10,2024,2024,1
i am not okay,jelly roll,3SaS0Va6o6jYkWvadT86C6,2024,2024,1
pour me a drink,post malone,0mNzElhEofvgMWAJoOA4q9,2024,2024,1
white horse,chris stapleton,1DgtQlVNotingln271ZKCx,2023,2024,1
lil boo thang,paul russell,0cVyQfDyRnMJ0V3rjjdlU3,2023,2024,1
good good,usher & summer walker & 21 savage,0J1YRLYhTG1MBosjidD7OI,2023,2024,1
act ii: date @ 8,4batz & drake,3QS9ZCtoSCJhmaJ7QNXSAS,2024,2024,1
high road,koe wetzel,1FhgmMvNlh3nJ1Ldc2eE6H,2024,2024,1
monaco,bad bunny,4MjDJD8cW7iVeWInc2Bdyj,2023,2024,1
idgaf,drake,2YSzYUF3jWqb9YP9VXmpjE,2023,2024,1
burn it down,parker mccollum,09hVlIVHtEE1nLUv6YGZiW,2023,2024,1
taste,sabrina carpenter,5G2f63n7IPVPPjfNIGih7Q,2024,2024,1
where it ends,bailey zimmerman,0wXThIDxO3YRJCpPgnmbkw,2023,2024,1
ftcu,nicki minaj,1a73gcEg6h6Re6hHXoVltJ,2023,2024,1
wildflower,billie eilish,3QaPy1KgI7nu9FJEQUgn6h,2024,2024,1
world on fire,nate smith,5ya0TmUQw2wHMkq36rPsnd,2023,2024,1
on my mama,victoria monét,7DswEZZthZ6piQpL25qGAM,2023,2024,1
"yes, and?",ariana grande,5D34wRmbFS29AjtTOP2QJe,2024,2024,1
exes,tate mcrae,4E63weMCaNZuGPEFMnuEi8,2023,2024,1
wind up missin' you,tucker wetmore,3EO58D1YpHnTvBy68gK8HE,2024,2024,1
bulletproof,nate smith,6rVuwfysYo1Bp4Hoc4YuE0,2024,2024,1
fe!n,travis scott,42VsgItocQwOQC3XWZ8JNA,2023,2024,1
the painter,cody johnson,5DQU4Fmdx7Hs7pwtcZMSTK,2023,2024,1
down bad,taylor swift,1kbEbBdEgQdQeLXCJh28pJ,2024,2024,1
