label,rdsg_name,rdsg_artist,rdsg_spotify_id,rdsg_release_date,af_tempo,af_key_char,af_mode_char,af_key_num,af_mode_num,af_loudness,af_danceability,af_energy,af_acousticness,af_instrumentalness,af_liveness,af_speechiness,draft99_lyric
draft1_chosic,Like I'm Gonna Lose You,Meghan Trainor,2YlZnw2ikdb837oKMKjBkW,2015-01-12,108,C,Major,0,1,-7,0.63,0.53,0.4,0.0,0.18,0.04,"i found myself dreamin in silver and gold
like a scene from a movie that every broken heart knows
we were walkin on moonlight and you pulled me close
split second and you disappeared and then i was all alone
i woke up in tears with you by my side
a breath of relief and ive realised
no were not promised tomorrow
so im gonna love you like im gonna lose you
im gonna hold you like im saying goodbye
wherever were standin i wont take you for granted
cause well never know when when well run out of time
so im gonna love you like im gonna lose you lose you
im gonna love you like im gonna lose you
in the blink of an eye just a whisper of smoke
you could lose everything the truth is you never know
so ill kiss you longer babe hey any chance that i get
ill make the most of the minutes and love with no regret
lets take our time to say what we want say what we want
use what we got before its all gone all gone
cause no no were not promised tomorrow
so im gonna love you like im gonna lose you lose you
im gonna hold you hey like im saying goodbye
wherever were standin yeah i wont take you for granted
cause well never know when when well run out of time
so im gonna love you im gonna love you like im gonna lose you like im gonna lose you
im gonna love you love you like im gonna lose you hey
im gonna love you oh like im gonna lose you like im gonna lose you
im gonna hold you like im saying goodbye
wherever were standin i wont take you for granted
cause well never know when when well run out of time
so im gonna love you im gonna love you baby like im gonna lose you like im gonna lose you
im gonna love you oh like im gonna lose you"
draft1_chosic,Ayo,Chris Brown & Tyga,0k6DnZMLoEUH8NGD5zh2SE,2015-02-24,98,F#/G♭,Major,6,1,-5,0.82,0.56,0.04,0.0,0.09,0.04,"i need you i need you
i need you i need you
i need you i need you lemme see
i need you i need you
we poppin like ayo
all my bitches got real hair chillin with the top down
screamin like ayo
ima take her ass down if she bring her friend around
fuck em both like ayo
im a bougie ass nigga left the roof at home
we poppin like ayo
ayo ayo
but dont be actin like i need you
ha
ayy babe this my new shit shit
im the black richie rich with the roof missin missin
if it dont make dollars dont make sense sense
z z wake up like i gotta get it get it
and i got an engine full of trunk space
i get money three ways fuckin bitches three ways
seven different foreigns plus shes no hablé
but i make that bitch walk for some cheesecake cheesecake
yeah im the coldest nigga icy
lookin in the mirror like i wish i can be me
she too into me im more into money
my hobbys her body that pussys my lobby
ima eat it eat it ima eat it eat it
i dont lie hold my dick too conceited
uh told her she my wife for the weekend for the weekend
but dont be actin like i need you
cause we poppin like ayo ha yeah
all my bitches got real hair chillin with the top down
screamin like ayo
ima take her ass down if she bring her friend around
fuck em both like ayo
im a bougie ass nigga left the roof at home
we poppin like ayo
ayo we poppin like ayo
but dont be actin like i need you
im in the rolls you dont roll right roll right
my chain shine brighter than a strobe light yeah
im tryna fuck coco this dont concern ice
if i motorboat she gon motorbike ha
a nigga aint worried about nothin
rehabilitation just had me worried about fuckin
money decisionmakin only worried bout stuntin
she worried bout me her nigga worried bout cuffin
i wanna see her body body
then she said get inside of me
i wanna feel you baby yeah
just bring the animal right out of me
we lovin she love it
especially when i go down on her
now we fuckin she thuggin
gettin loud
cause we poppin like ayo
all my bitches got real hair chillin with the top down
screamin like ayo
ima take her ass down if she bring her friend around
fuck em both like ayo
im a bougie ass nigga left the roof at home
we poppin like ayo
ayo huh look we poppin like ayo
but dont be actin like i need you alright
now now i can spot your bitch from a mile away way
valentine in that pussy its a holiday
uh you losin money i win mills dr j j
she gon to follow my lead simon says
paper paper im ridin scrapers in california fornia
car smell like ammonia we got that stank on us
never been a outkast that stank on ya
from the ghetto but my bitch like apollonia
we in the hood tatted like a mexican
car too fast give a fuck about pedestrians
uh and my section less niggas more lesbians
got your bitch im that nigga
yeah we poppin like ayo ha yeah
all my bitches got real hair chillin with the top down yeah
screamin like ayo
ima take her ass down if she bring her friend around
fuck em both like ayo
im a bougie ass nigga left the roof at home
we poppin like ayo
ayo ayo
but dont be actin like i need you
yeah this that fly shit i need you
king shit only
drop top no roof ha
i need you"
draft1_chosic,I Took a Pill in Ibiza,Mike Posner,0vbtURX4qv1l7besfwmnD8,2016-05-06,74,A#/B♭,Major,10,1,-10,0.64,0.32,0.62,0.0,0.13,0.07,"i took a pill in ibiza
to show avicii i was cool
and when i finally got sober felt ten years older
but fuck it it was somethin to do
im livin out in la
i drive a sports car just to prove
im a real big baller cause i made a million dollars
and i spend it on girls and shoes
but you dont wanna be high like me
never really knowin why like me
you dont ever wanna step off that rollercoaster and be all alone
you dont wanna ride the bus like this
never knowin who to trust like this
you dont wanna be stuck up on that stage singin stuck up on that stage singin
all i know
are sad songs sad songs
darlin all i know
are sad songs sad songs
im just a singer
who already blew his shot
i get along with oldtimers cause my names a reminder
of a pop song people forgot
and i cant keep a girl no
cause as soon as the sun comes up
i cut em all loose and works my excuse
but the truth is i cant open up
no you dont wanna be high like me
never really knowin why like me
you dont ever wanna step off that rollercoaster and be all alone
you dont wanna ride the bus like this
never knowin who to trust like this
you dont wanna be stuck up on that stage singin stuck up on that stage singin
all i know
are sad songs sad songs
darlin all i know
are sad songs sad songs hey
i took a plane to my hometown
i brought my pride and my guitar
well my friends are all gone but theres manicured lawns
and the people still think im a star
i walked around downtown yeah
i met some fans on lafayette
they said tell us how to make it cause were gettin real impatient
so i looked em in the eye and said
you dont wanna be high like me
never really knowin why like me
you dont ever wanna step off that rollercoaster and be all alone
you dont wanna ride the bus like this
never knowin who to trust like this
you dont wanna be stuck up on that stage singin stuck up on that stage singin
all that i know
are sad songs sad songs
darlin all that i know
are sad songs sad songs"
draft1_chosic,Hands to Myself,Selena Gomez,3CJvmtWw2bJsudbAC5uCQk,2015-10-09,111,F,Minor,5,0,-7,0.81,0.5,0.01,0.0,0.34,0.12,"cant keep my hands to myself
no matter how hard im trying to
i want you all to myself
youre metaphorical gin and juice
so come on give me a taste
of what its like to be next to you
wont let one drop go to waste
youre metaphorical gin and juice oh
cause all of the downs and the uppers
keep making love to each other
and im trying im trying im trying im trying
all of the downs and the uppers
keep making love to each other
and im trying im trying im trying but i
cant keep my hands to myself
my hands to myself
cant keep my hands to myself
my hands to myself
the doctors say youre no good
but people say what they wanna say
and you should know if i could
id breathe you in every single day oh oh
cause all of the downs and the uppers
keep making love to each other
and im trying im trying im trying im trying
all of the downs and the uppers
keep making love to each other
and im trying im trying im trying but i
cant keep my hands to myself
my hands to myself
cant keep my hands to myself
my hands to myself
cant keep my hands to myself
i want it all no nothing else
cant keep my hands to myself
give me your all and nothing else
oh i i want it all
i want it all
i want it all ooh
cant keep my hands to myself
i mean i could but why would i want to
my hands to myself oh
cant keep my hands to myself
my hands to myself cant keep keep my
cant keep my hands to myself
i want it all no nothing else
cant keep my hands to myself
give me your all and nothing else oh
cant keep my hands to myself"
draft1_chosic,In the Night,The Weeknd,25KybV9BOUlvcnv7nN3Pyo,2015-08-28,168,G,Major,7,1,-5,0.51,0.68,0.08,0.0,0.05,0.07,"all alone she was livin
in a world without an end or beginnin
baby girl was livin life for the feelin
but i dont mind i dont mind oh
and all the wrongs she committed
she was numb and she was so codependent
she was young and all she had was the city
but i dont mind i dont mind
and i know know
that shes capable of anything its riveting
but when when
you wake up shes always gone gone gone oh
in the night she hears him calling
in the night shes dancin to relieve the pain
shell never walk away
i dont think you understand
in the night when she comes crawlin
dollar bills and tears keep fallin down her face
shell never walk away
i dont think you understand
he sang a song when he did it
he was cold and he was so unforgiving
now she dances to the song on the minute
yeah all the time all the time all the time all the time oh
it make her weak when she hear it
and it got her on her knees like religion
she was young and she was forced to be a woman
yeah all the time all the time all the time all the time
and i know know
that shes capable of anything its riveting
but when when
you wake up shes always gone gone gone oh
in the night she hears him calling
in the night shes dancin to relieve the pain
shell never walk away
i dont think you understand
in the night when she comes crawlin yeah
dollar bills and tears keep fallin down her face fallin down her face
shell never walk away
i dont think you understand
oh baby
i dont think you understand woo
i dont think you understand ohh
i dont think you understand
oh no no no
i dont think you understand hey
in the night she hears him calling yeah
in the night shes dancin to relieve the pain to relieve the pain
shell never walk away nonononono
i dont think you understand hey
in the night when she comes crawlin ooh
dollar bills and tears keep fallin down her face its fallin down her face
shell never walk away
i dont think you understand"
draft1_chosic,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,2GyA33q5rti5IxkMQemRDH,2015-04-14,114,A,Minor,9,0,-5,0.69,0.76,0.1,0.0,0.15,0.09,"ahah hehey
ahah ahah
ahah hehey
ahah ahah
he knows
dirty secrets that i keep
does he know its killin me
he knows he knows
dddoes he know
anothers hands have touched my skin
i wont tell him where ive been
he knows he knows he knows
its tearing me apart
shes slipping away im slippin away
am i just hanging on to all the words she used to say
the pictures on her phone the pictures on my phone
shes not coming home im not comin home
comin home comin home
i know what you did last summer ahah
just lied to me theres no other hehey
i know what you did last summer
tell me where youve been
i know what you did last summer ahah
look me in the eyes my lover hehey
i know what you did last summer
tell me where youve been
i know i know i know i know ahah i know i know i know heey
i know i know i know i know ahah i know i know i know ahah
i didnt mean it no ahah i didnt mean it mean it no hehey
cant seem to let you go ahah cant seem to hold you close ahah
i know
when she looks me in the eyes
they dont seem as bright no more no more
i know
that she loved me at one time
would i promise her that night
cross my heart and hope to die
its tearing me apart its tearin me apart
shes slipping away im slipping away
am i just hanging on to all the words she used to say
the pictures on her phone the pictures on my phone
shes not coming home im not comin home
oh nah nah nah ohyeah
i know what you did last summer ahah
just lied to me theres no other hehey
i know what you did last summer
tell me where youve been
i know what you did last summer ahah
look me in the eyes my lover hehey
i know what you did last summer
tell me where youve been
i know i know i know i know i know i know i know
i know i know i know i know i know i know i know no no
cant seem to let you go
cant seem to keep you close hold me close
i cant seem to let you go
cant seem to keep you close you know i didnt mean it though
tell me where youve been lately
tell me where youve been lately just hold me close
tell me where youve been lately
tell me where youve been lately dodontdont let me go
cant seem to keep you close
i cant seem to let you go i didnt mean it though
i know you didnt mean it though
i know you didnt mean it though i dont wanna let you go
tell me you didnt mean it though no no no
tell me you didnt mean it though cant seem to let you go
i know you didnt mean it though seem to let you go
i wanna know you mean it though hold me close
i know you didnt mean it though just hold me close
i know you didnt mean it though
i cant seem to let you go cant seem to hold you close
i know what you did last summer ahah
just lied to me theres no other hehey
i know what you did last summer
tell me where youve been
i know what you did last summer ahah
look me in the eyes my lover hehey
i know what you did last summer
tell me where youve been
i know i know i know i know ahah i know i know i know hehey
i know i know i know i know ahah i know i know i know ah yeah
i know i know i know i know ahah i know i know i know hehey
i know i know i know i know ahah i know i know i know ahah
i know"
draft1_chosic,Back to Sleep,Chris Brown,6dlpABcXrQKRU9G00i6Zba,2015-12-18,93,A,Minor,9,0,-5,0.65,0.65,0.04,0.0,0.09,0.24,"so let me fuck you back
so let me fuck you back
i know its late i know its late
and baby i cant focus focus focus focus focus focus focus focus
i just flew into town today
im hopin that youd notice notice notice notice
did you notice did you did you
i just posted my landing oh
wonderin if the same old understandin stands
i know you got work pretty early early
ill be around bout 330 330
usually youre done by one by one
so baby when i wake you up up up
just let me rock
fuck you back to sleep girl
ohoh dont say a word no girl
no dont you talk oh yeah
dont talk dont talk
just hold on tight to me girl
fuck you back to sleep girl
rock you back
now where you at just dropped my bags
im comin through to meet ya oh yeah
to meet ya oh ohwoah
i know youre almost half asleep
but you know how much i need ya
wake up wake up wake up wake up
need you babe
girl i need ya need ya baby
gon gimme that spare key oh
but if you keep the door unlocked be ready oh
i know you got work pretty early early
ill be around bout 330 330 oh
usually youre done by one by one
so baby when i wake you up up up up up
just let me rock
ima fuck you back to sleep girl
ohoh dont say a word no girl
no dont you talk baby
dont talk dont talk
just hold on tight to me girl oh
fuck you back to sleep girl ow
rock you back
aint sorry that i woke ya woke
i aint sorry bout ya job no
call sick in the mornin so i can get a little bit more of your love hey
i know you want me and you feel me feel me
cause you never disagree
so when you wake from your sleep girl
just let me rock and let me love you baby oh girl
fuck you back to sleep girl girl
ohoh dont say a word no girl
no dont you talk ooh talk ha
just hold on tight to me girl
ill fuck you back to sleep girl
and rock you back
aint sorry that i woke ya yeah
i aint sorry bout ya job oh
fuck you back to sleep girl yeahyeah
call sick in the mornin so i can get a little bit more of your love rock you back
aint sorry that i woke ya yeah
i aint sorry bout ya job
fuck you back to sleep girl ooh
call sick in the mornin so i can get a little bit more of your love"
draft1_chosic,Too Good at Goodbyes,Sam Smith,1mXVgsBdtIVeCLJnSnmtdV,2017-11-03,92,F,Major,5,1,-8,0.68,0.37,0.64,0.0,0.17,0.04,"you must think that im stupid
you must think that im a fool
you must think that im new to this
but i have seen this all before
im never gonna let you close to me
even though you mean the most to me
cause every time i open up it hurts
so im never gonna get too close to you
even when i mean the most to you
in case you go and leave me in the dirt
but every time you hurt me the less that i cry
and every time you leave me the quicker these tears dry
and every time you walk out the less i love you
baby we dont stand a chance its sad but its true
im way too good at goodbyes im way too good at goodbyes
im way too good at goodbyes im way too good at goodbyes
i know youre thinkin im heartless
i know youre thinkin im cold
im just protectin my innocence
im just protectin my soul
im never gonna let you close to me
even though you mean the most to me
cause every time i open up it hurts
so im never gonna get too close to you
even when i mean the most to you
in case you go and leave me in the dirt
but every time you hurt me the less that i cry
and every time you leave me the quicker these tears dry
and every time you walk out the less l love you
baby we dont stand a chance its sad but its true
im way too good at goodbyes im way too good at goodbyes
im way too good at goodbyes im way too good at goodbyes
no way that youll see me cry no way that youll see me cry
im way too good at goodbyes im way too good at goodbyes no
no no no no no im way too good at goodbyes
no no no no
no no no im way too good at goodbyes
no way that youll see me cry
ahah ahah im way too good at goodbyes
cause every time you hurt me the less that i cry
and every time you leave me the quicker these tears dry
and every time you walk out the less i love you
baby we dont stand a chance its sad but its true
im way too good at goodbyes"
draft1_chosic,Love Galore,SZA,0q75NwOoFiARAVp4EXU4Bs,2017-06-09,135,C,Major,0,1,-6,0.8,0.59,0.11,0.0,0.16,0.07,"i need i need
i need i need
i need i need
i need i need
i need i need
love love love love
long as we got
love love love oh
long as we got
done with these niggas i dont love these niggas
i dust off these niggas do it for fun
dont take it personal
personally im surprised you called me after the things i said
skrrtskrrt on niggas yeah skrrt up on niggas true
skrrt down you actin like me yeah
actin like we wasnt more than a summer fling
i said farewell you took it well true
promise i wont cry over spilled milk ooh no i wont
give me a paper towel gimme another valium
give me another hour or two hour with you
why you bother me when you know you dont want me yeah
why you bother me when you know you got a woman yeah
why you hit me when you know you know better true
know you know better true
know your crew better than you do
call me lookin for ya yeah i be lookin for ya yeah
got me lookin forward to weekends
with you baby with you baby
with you baby true with you
we do whatever we want go wherever we want
love however we want it dont matter true
you do whatever i want get whatever i want
get whatever i need its about
love love love love
long as we got
love love love oh
long as we got
should have never gave you my number i did it with you
should have never let you hit it i split it with you
i regret it you gots a fetish
you gots a problem now its a problem oh no
skrrtskrrt on bitches yeah
i dont know these bitches yeah
dig dirt on bitches do it for fun
dont take it personal baby
love on my ladies llove to my ladies uh true
dated a few straight up
why you bother me why you bother me why you bother me why you bother me yeah
last time i checked you were the one that left the one
me in a wreck yeah me in a mess yeah yeah
you all i rep yeah like my side i rep yeah
yeah thats that mo city that side that you cant come round at night yeah its lit
you like to get me high you dont want no one beside ya
you like when i make fire you say la flame keep makin fire ooh
let me cum inside ya let me plant that seed inside ya ooh
ass and titties titties only thing that stuck with with me with me
only thing that was real only thing i could feel you feel me yeah feel me
so why you bother me why you bother me with you baby with you baby
tryna catch a pov yeah with you
love love love love
long as we got
love love love oh
long as we got
love
i came to your city lookin for lovin and licky
cause you promised to put it down
all up in your city lookin for you uh
searchin for you like love
only thing keepin me from droppin you right now
right now love
only thing keepin me by your side
only thing keepin me by your side now
but see solána if you dont say somethin speak up for yourself
they think you stupid you know what im sayin"
draft1_chosic,Love Lies,Khalid & Normani,45Egmo7icyopuzJN0oMEdk,2018-02-14,144,F#/G♭,Major,6,1,-6,0.71,0.65,0.1,0.0,0.13,0.04,"sorry if its hard to catch my vibe mm
i need a lover to trust tell me youre on my side
are you down for the ride
its not easy for someone to catch my eye
but ive been waitin for you for my whole damn life
for my whole lifetime
dont be afraid to tell me if you aint with it if you aint with it
i see youre focused yeah youre so independent independent
its hard for me to open up ill admit it ill admit it
youve got some shit to say and im here to listen so baby
tell me where your love lies
waste the day and spend the night
underneath the sunrise
show me where your love lie
ive been so into your mystery
is it because of our history
are you into me
when it feels so good but its bad for you bad for you
cant say i dont want it cause i know i do
come on over i need your company
cravin that synergy
dont be afraid to tell me if you aint with it if you aint with it
i see youre focused yeah youre so independent independent
its hard for me to open up ill admit it ill admit it
youve got some shit to say and im here to listen so baby
tell me where your love lies
waste the day and spend the night
underneath the sunrise
show me where your love lie
tell me where your love lies
waste the day and spend the night
underneath the sunrise
show me where your love lie
if youre down dont hide it
feelin me you dont gotta deny it
baby you gon make me overnight it oh
tell me are you down
if youre down dont hide it yeah
feelin me you dont gotta deny it yeah
baby you gon make me overnight it
tell me are you down tell me yeah yeah
tell me where your love lies tell me where your love lies
waste the day and spend the night waste the day spend the night no
underneath the sunrise underneath the sunrise
show me where your love lie tell me where your love lie
tell me where your love lies show me where your love lie
waste the day and spend the night yeah yeah
underneath the sunrise ooh
show me where your love lie"
draft1_chosic,Pray for Me,The Weeknd & Kendrick Lamar,6huNf4dutXRjJyGn7f5BPS,2021-02-05,101,D,Major,2,1,-5,0.74,0.68,0.08,0.0,0.11,0.09,"ooh ooh ooh ooh
tekrar yeni bir savaşa karşı hazırlıklıyım
bu yolda ilerlemeye devam edeceğim
her şey hala aynı
tekrar yeni canlar almaya daima hazırım
biliyorsunuz bunu sürdürebilirim
her şey hala aynı ooh ooh ooh
söyle bana beni kendimden kim koruyabilir
tüm ömrüm boyunca bunu öğrenmek istedim
söyle bana beni cehennemden kim koruyabilir
sen olmadan ben tamamen yalnızım
kim benim için dua edecek
kim acılarımı benden alacak
kim ruhumu koruyacak
gördüğün gibi yalnızım
eğer senin için ölürsem
eğer senin için öldürürsem
o zaman senin için kan dökmüş olacağımhey
dünyayle savaşıyorum seninle savaşıyorum kendimle savaşıyorum
tanrıyla savaşıyorum sadece söyle bana yükünün ne kadarından kurtuldun
acıyla ve kasırgalarla savaşıyorum bugün ağladım
gözyaşlarımla mücadele ediyorum kapımın eşiğini su basıyor
cehennem gibi bir hayat sokaklarda kandan gölcükler
nişancılar binaların çatısında devletin yardımları iç açıcı olmuyor
deprem dökülen bedenler yer yarılıyor
sigaradan ciğerleri zayıflamış fakir bir koşucu ve scarface
kimin bir kahramana ihtiyacı var kahraman
senin bir kahramana ihtiyacın var aynaya bak haydi kahramanına git
ground zeroda ön saflarda bekleyen de kim kahraman
zor zamanlarda iğne vursan bile kalbimin ritmi asla şaşmaz
kitleler imha ediliyor ve bozuluyor
ruhlar adama acı çektiriyor
sağır kulaklarını tekrar tıkıyorsun mahşer günü geliyor
bunların hepsi bir kehanet ve eğer büyük bir iyilik için kurban edileceksem
bu derhal yerine getirilmeli
kim benim için dua edecek
kim acılarımı benden alacak
kim ruhumu koruyacak
gördüğün gibi yalnızım
eğer senin için ölürsem
eğer senin için öldürürsem
o zaman senin için kan dökmüş olacağımhey
hey hey hey hey
hey hey hey hey
kim benim için dua edecek
kim acılarımı benden alacak
kim ruhumu koruyacak
gördüğün gibi yalnızım
eğer senin için ölürsem
eğer senin için öldürürsem
o zaman senin için kan dökmüş olacağımhey
inancımın yok olması durumunda kendi yasalarıma göre yaşayacağım
kendi yasalarıma göre yaşayacağım kendi yasalarıma göre yaşayacağım
inancımın yok olması durumunda kendi yasalarıma göre yaşayacağım
kendi yasalarıma göre yaşayacağım kendi yasalarıma göre yaşayacağım"
draft1_chosic,Happier,Marshmello & Bastille,7BqHUALzNBTanL6OvsqmC1,2018-08-17,100,F,Major,5,1,-3,0.69,0.79,0.19,0.0,0.17,0.05,"últimamente he estado he estado pensando
quiero que seas más feliz quiero que seas más feliz
cuando llega la mañana
cuando vemos en lo que nos hemos convertido
en la fría luz del día somos una llama en el viento
no el fuego que hemos iniciado
cada discusión cada palabra no podemos retractar
por todo lo que ha pasado
creo que sabemos la forma en que termina esta historia
luego por solo un minuto
quiero cambiar de mеnte
porque esto no sе siente bien para mí
quiero levantar tus ánimos
quiero verte sonreír pero
sé que significa que tendré que irme
sé que significa que tendré que irme
últimamente he estado he estado pensando
quiero que seas más feliz quiero que seas más feliz
cuando llega la tarde
y me quedo con mis pensamientos
y la imagen de ti estando con otra persona
bueno me está comiendo por dentro
pero corrimos nuestro curso fingimos que estábamos bien
ahora si saltamos juntos al menos podemos nadar
lejos del la ruina que hicimos
luego por solo un minuto
quiero cambiar de mente
porque esto no se siente bien para mí
quiero levantar tus ánimos
quiero verte sonreír pero
sé que significa que tendré que irme
sé que significa que tendré que irme
últimamente he estado he estado pensando
quiero que seas más feliz quiero que seas más feliz
así que me iré me iré
yo me iré iré iré
así que me iré me iré
yo me iré iré iré
últimamente he estado he estado pensando
quiero que seas más feliz quiero que seas más feliz
a pesar que podría no gustarme esto
creo que serás más feliz quiero que seas más feliz
luego por solo un minuto por solo un minuto
quiero cambiar de mente
porque esto no se siente bien para mí bien para mí
quiero levantar tus ánimos levantar tus ánimos
quiero verte sonreír pero
sé que significa que tendré que irme
sé que significa que tendré que irme
últimamente he estado he estado pensando
quiero que seas más feliz quiero que seas más feliz
así que me iré me iré
yo me iré iré iré"
draft1_chosic,Sunflower,Post Malone & Swae Lee,3KkXRkHbMCARz0aVfEt68P,2018-12-14,90,D,Major,2,1,-6,0.76,0.48,0.56,0.0,0.07,0.05,"ey ey ey ey uh
uh uh uh uh uh
ey ey
uh uh uh uh
huelga decir que lo mantengo bajo control
ella era toda malmala sin embargo sí
ahora que te llamo nena me siento en un naufragio naufragio
choqué en mi casa bebé eres un naufragio naufragio
no hace falta decir que la estoy controlando
ella estaba toda malmal sin embargo
ahora que te llamo nena me siento en un naufragio
choca en mi casa nena eres un desastre
pensando de mala manera perdiendo tu agarre
gritándome en la cara cara nena no tropieces
alguien se fumó un porro grande no sé cómo se sintió
mirándote de lado fiesta en tilt
uh uh algunas cosas que simplemente no puedes rechazar
ella me quiere montar como un crucero y no estoy tratando de perder
entonces te quedas en el polvo
a menos que me quede atrapado por ti
eres el girasol creo que tu amor sería demasiado
o te quedarás en el polvo a menos que me quede atrapado por ti
eres el girasol eres el girasol
cada vez que me alejo uh
no me lo pones fácil no no no
ojalá pudiera estar ahí para ti uh
dame una razón para oh oh
cada vez que estoy saliendo oh
puedo escucharte diciéndome que me dé la vuelta oh oh
luchando por mi confianza y no retrocederás no
incluso si tenemos que arriesgarnos todo ahora oh ahora
sé que tienes miedo de lo desconocido conocido
no quieres estar solo solo
sé que siempre voy y voy y voy
pero está fuera de mi control
y te quedarás en el polvo a menos que me quede atrapado por ti
eres el girasol creo que tu amor sería demasiado
o te quedarás en el polvo a menos que me quede atrapado por ti
eres el girasol eres el girasol yeah"
draft1_chosic,7 Rings,Ariana Grande,6ocbgoVGwYJhOv1GgI9NsF,2019-02-08,140,C♯/D♭,Minor,1,0,-11,0.78,0.32,0.59,0.0,0.09,0.33,"yeah breakfast at tiffanys and bottles of bubbles
girls with tattoos who like getting in trouble
lashes and diamonds atm machines
buy myself all of my favorite things yeah
been through some bad shit i should be a sad bitch
who woulda thought itd turn me to a savage
rather be tied up with calls and not strings
write my own checks like i write what i sing yeah yeah
my wrist stop watchin my neck is flossy
make big deposits my gloss is poppin
you like my hair gee thanks just bought it
i see it i like it i want it i got it yeah
i want it i got it i want it i got it
i want it i got it i want it i got it
you like my hair gee thanks just bought it
i see it i like it i want it i got it yep
wearing a ring but aint gon be no mrs
bought matching diamonds for six of my bitches
id rather spoil all my friends with my riches
think retail therapy my new addiction
whoever said money cant solve your problems
must not have had enough money to solve em
they say which one i say nah i want all of em
happiness is the same price as redbottoms
my smile is beamin yeah my skin is gleamin is gleamin
the way it shine i know youve seen it youve seen it
i bought a crib just for just for the closet closet
both his and hers i want it i got it yeah
i want it i got it i want it i got it
i want it i got it i want it i got it baby
you like my hair gee thanks just bought it oh yeah
i see it i like it i want it i got it yep
yeah my receipts be lookin like phone numbers
if it aint money then wrong number
black card is my business card
the way it be settin the tone for me
i dont mean to brag but i be like put it in the bag yeah
when you see them racks they stacked up like my ass yeah
shoot go from the store to the booth
make it all back in one loop gimme the loot
never mind i got the juice
nothing but net when we shoot
look at my neck look at my jet
aint got enough money to pay me respect
aint no budget when im on the set
if i like it then thats what i get yeah
i want it i got it i want it i got it oh yeah
i want it i got it i want it i got it oh yeah yeah
you like my hair gee thanks just bought it
i see it i like it i want it i got it i see yep"
draft1_chosic,Señorita,Shawn Mendes & Camila Cabello,6v3KW9xbzN5yKLt9YKDYA2,2019-06-19,117,A,Minor,9,0,-6,0.76,0.54,0.04,0.0,0.09,0.03,"i want to serve the senate
i guess the viking can be very close
oh do not touch the cat heck huh la la la
ooh need to wake up ooh youre still asleep
located in orlando
acute bleeding from the beginning is hot water im taking a shower
he didnt know his name
im sorry its completely meaningless that does not exist
kuwait kuwait sometimes we live in the sea
its a beautiful tooth
his body fits into my ducks
everything is wet yes yes
i want to serve the senate
i guess the viking can be very close
yes no no no no oh no god
ooh i want to run away
oh snoring knows norita dead
i want to get out of the house safely
oh do not touch the cat heck huh la la la
ooh need to wake up ooh youre still asleep
saved me at the hotel there are jobs that dont change anyone
he did not claim to be a lover of pastirago
but you do not know how to pet my insect friend
be short dont flirt with me no
yes honey thats funny
should we talk tea truck
dear you killed a child
standby mode
i want to serve the senate
i guess the viking can be very close
but there is a wall the real story is la la la la la la la la la la la la la
ooh i want to run away
oh snoring knows norita dead
i want to get out of the house safely get out of this house safely
hi there is something wrong with you the real story is la la la la la la la la la la la la la
ooh need to wake up ooh youre still asleep
wait wait for me hey wait up
we hope this makes sense no it doesnt
call my name im my dad
the wine has arrived the wine has arrived the wine has arrived
duh you duh you duh you
ooh need to wake up ooh youre still asleep"
draft1_chosic,I Don't Care,Ed Sheeran & Justin Bieber,3HVWdVOQ0ZA45FuZGSfvns,2019-05-10,102,F#/G♭,Major,6,1,-5,0.8,0.68,0.09,0.0,0.09,0.04,"im at a fish i dont wanna be in
im not prepared and i have no clothes
i can face my back
ask yourself if its possible to buy a seat
where is my hand
i said to myself do you dance satan
do you know that i love myself
is everything in life real
holiday does not match with confidence
each has many words yes
i have a lot of shape and everything mm
we want one with fox
what does the fox say
i want you to have a child
everything was destroyed by poverty
and that man right in front of me
we can control the lightning chain
yes thats my son
what is your name
because youre still in prison im sorry
taxis in hell cost six dollars per minute
and im so happy with other people
we can control the lighting chain
yes thats my son
what is your name
we do not want to be dinner
terry i do not know
i want to read my ears
this place exists
it is the disease of tension
but what i say is done
education eh its nice for me to think about it
find out the good things
no human contact
yes everyone is right yes
im very happy with the animals
and you can heal him
i want you to have a child
everything was destroyed by poverty
and that man right in front of me
we can control the lightning chain
yes thats my son
yes yes yes no
because youre still in prison im sorry
taxis in hell cost six dollars per minute
and im so happy with other people
we can control the lighting chain
yes thats my son
beyond the gulf of persia
but who does not love me
every single jesus
but who does not love me
dear this is my own business
i do not like you you are so beautiful
god everything
but who does not love me
ayyyy
i want you to have a child
everything was destroyed by poverty
and that man right in front of me
we can control the lightning chain
yes thats my son
what is your name
because youre still in prison im sorry
taxis in hell cost six dollars per minute
and im so happy with other people
we can control the lighting chain
yes thats my son
what is your name"
